image_id,gt_len,pred_text_len,pred_len_from_head,is_correct
1359,13,14,17,0
1360,14,14,14,0
1361,14,14,14,1
1362,14,14,14,1
1363,14,14,14,0
1364,12,12,13,1
1365,18,14,6,0
1366,18,18,18,1
1367,18,18,18,1
1368,18,17,17,0
1369,19,19,19,1
1370,19,19,19,1
1371,13,4,4,0
1372,13,13,13,1
1373,8,11,8,0
1374,11,11,11,1
1375,11,11,11,0
1376,11,11,11,1
1377,21,21,21,1
1378,11,11,11,0
1379,21,21,21,1
1380,11,11,11,1
1381,11,11,11,1
1382,11,11,11,0
1383,21,21,21,1
1384,11,11,11,1
1385,11,11,11,1
1386,11,11,11,1
1387,8,21,21,0
1388,36,36,36,1
1389,11,11,11,1
1390,36,36,36,1
1391,12,12,12,0
1392,20,21,21,0
1393,12,12,12,1
1394,21,21,21,1
1395,21,21,21,1
1396,12,12,12,1
1397,21,21,21,1
1398,12,11,11,0
1399,12,4,6,0
1400,12,12,12,0
1401,21,21,21,1
1402,12,12,12,1
1403,12,12,12,0
1404,21,21,21,1
1405,21,21,21,1
1406,12,36,12,0
1407,12,12,12,0
1408,21,24,9,0
1409,12,12,12,0
1410,20,20,20,1
1411,22,22,22,0
1412,18,18,18,0
1413,33,33,35,1
1414,36,36,33,0
1415,12,12,12,1
1416,12,12,12,0
1417,12,12,12,1
1418,12,12,12,1
1419,21,21,21,0
1420,21,21,21,1
1421,12,12,12,1
1422,36,36,36,1
1423,21,21,21,1
1424,21,21,21,1
1425,12,12,12,1
1426,12,12,12,0
1427,21,21,21,1
1428,9,9,9,0
1429,21,21,21,1
1430,12,12,12,1
1431,21,21,14,1
1432,12,11,12,0
1433,36,36,36,1
1434,36,36,36,1
1435,12,12,12,1
1436,21,21,21,1
1437,21,21,21,1
1438,36,36,36,1
1439,21,21,21,1
1440,21,21,21,0
1441,21,21,21,1
1442,21,21,16,0
1443,21,21,21,1
1444,21,21,21,0
1445,21,21,21,1
1446,12,7,8,0
1447,21,21,21,1
1448,12,12,12,0
1449,12,12,12,1
1450,12,12,12,0
1451,12,11,11,0
1452,21,21,21,1
1453,21,21,21,1
1454,20,20,21,1
1455,12,12,12,1
1456,11,11,11,1
1457,20,20,20,1
1458,9,28,28,0
1459,12,12,12,1
1460,21,21,21,1
1461,21,22,8,0
1462,36,36,12,1
1463,12,12,12,1
1464,20,20,20,1
1465,37,37,37,1
1466,11,11,11,1
1467,11,11,11,1
1468,11,11,11,1
1469,11,11,11,0
1470,17,17,17,1
1471,10,11,11,0
1472,10,10,10,1
1473,12,12,12,1
1474,12,12,12,1
1475,12,12,12,1
1476,23,23,23,1
1477,23,23,23,1
1478,12,38,38,0
1479,12,12,12,1
1480,24,24,12,0
1481,12,12,12,0
1482,12,12,12,0
1483,12,12,12,1
1484,23,23,23,0
1485,12,12,12,0
1486,12,12,12,0
1487,12,12,12,1
1488,12,12,12,1
1489,12,9,12,0
1490,12,12,12,1
1491,12,12,12,0
1492,12,12,12,1
1493,12,12,12,1
1494,12,12,12,1
1495,12,12,12,0
1496,12,12,12,1
1497,12,12,12,1
1498,12,38,38,0
1499,12,12,12,0
1500,12,12,12,1
1501,23,23,23,1
1502,38,38,38,1
1503,38,38,38,1
1504,9,12,12,0
1505,23,23,23,1
1506,12,12,12,1
1507,12,12,12,0
1508,12,12,9,1
1509,23,9,9,0
1510,23,23,23,1
1511,12,12,12,0
1512,12,12,12,1
1513,12,12,12,1
1514,11,11,11,0
1515,11,11,11,1
1516,11,11,11,0
1517,11,11,11,1
1518,19,19,19,1
1519,8,11,11,0
1520,11,11,11,1
1521,11,11,11,1
1522,11,11,11,1
1523,19,19,19,1
1524,11,11,11,1
1525,11,11,11,0
1526,11,11,11,1
1527,8,8,8,1
1528,21,21,29,1
1529,11,11,12,1
1530,8,8,8,1
1531,19,19,19,1
1532,11,12,11,0
1533,11,11,11,1
1534,11,8,8,0
1535,11,11,11,1
1536,11,11,11,1
1537,11,11,11,1
1538,11,11,11,1
1539,11,11,11,1
1540,8,19,19,0
1541,11,11,11,1
1542,19,19,19,1
1543,19,19,19,1
1544,11,11,11,1
1545,8,8,8,1
1546,11,11,11,0
1547,11,11,11,1
1548,11,11,11,1
1549,11,11,11,1
1550,11,11,11,1
1551,11,11,11,1
1552,11,11,11,1
1553,11,11,11,1
1554,11,11,11,1
1555,11,11,11,1
1556,22,22,20,1
1557,11,11,11,1
1558,11,11,11,0
1559,11,11,11,1
1560,8,8,8,1
1561,11,11,11,1
1562,11,11,11,1
1563,11,11,11,1
1564,37,11,11,0
1565,24,24,24,1
1566,24,24,24,1
1567,24,24,24,1
1568,24,24,24,1
1569,12,12,12,1
1570,12,12,12,1
1571,12,12,12,0
1572,9,9,9,0
1573,12,12,12,0
1574,9,9,9,1
1575,24,24,24,1
1576,12,12,12,0
1577,12,12,12,1
1578,12,12,12,0
1579,12,12,12,1
1580,12,12,12,1
1581,11,11,11,1
1582,23,23,23,1
1583,23,23,23,1
1584,8,8,8,1
1585,23,23,23,1
1586,22,22,22,1
1587,12,12,12,1
1588,12,12,12,1
1589,22,22,22,1
1590,20,22,25,0
1591,20,20,20,0
1592,23,23,23,1
1593,10,13,11,0
1594,20,20,20,1
1595,11,11,10,1
1596,11,11,9,0
1597,23,23,23,1
1598,15,15,15,1
1599,21,21,21,1
1600,21,21,21,1
1601,21,21,21,1
1602,11,11,11,1
1603,20,20,20,1
1604,20,20,20,1
1605,16,17,17,0
1606,18,14,18,0
1607,10,10,10,1
1608,19,19,19,1
1609,19,18,18,0
1610,10,28,28,0
1611,21,16,21,0
1612,26,26,19,1
1613,11,13,39,0
1614,11,11,11,1
1615,16,9,11,0
1616,25,30,25,0
1617,11,11,11,1
1618,16,13,13,0
1619,17,17,17,0
1620,18,18,18,1
1621,18,18,18,1
1622,15,15,15,1
1623,18,18,18,1
1624,22,22,8,1
1625,23,37,37,0
1626,26,26,24,0
1627,23,8,8,0
1628,11,23,25,0
1629,19,8,8,0
1630,11,11,11,0
1631,18,18,18,1
1632,18,18,18,0
1633,15,12,10,0
1634,18,18,18,1
1635,14,14,15,1
1636,28,11,11,0
1637,18,7,7,0
1638,18,18,18,1
1639,17,21,21,0
1640,22,18,17,0
1641,10,10,8,1
1642,20,20,20,1
1643,16,16,16,1
1644,22,22,21,0
1645,17,17,16,1
1646,19,19,19,0
1647,10,10,10,1
1648,18,6,6,0
1649,18,18,18,0
1650,17,17,17,1
1651,11,11,11,1
1652,6,6,6,1
1653,18,18,18,1
1654,22,22,25,0
1655,8,8,8,1
1656,10,15,14,0
1657,10,25,30,0
1658,21,19,20,0
1659,18,18,18,1
1660,16,16,16,1
1661,30,30,29,1
1662,30,30,31,1
1663,16,16,16,1
1664,14,14,14,1
1665,14,13,14,0
1666,19,19,19,1
1667,11,12,12,0
1668,32,32,34,1
1669,30,30,28,1
1670,19,19,19,1
1671,10,10,10,1
1672,23,23,23,0
1673,23,21,21,0
1674,23,23,23,1
1675,23,22,23,0
1676,23,22,23,0
1677,23,23,23,0
1678,23,23,23,1
1679,11,11,11,1
1680,16,16,16,1
1681,16,16,16,1
1682,19,20,20,0
1683,19,20,19,0
1684,21,19,20,0
1685,25,25,25,1
1686,25,25,25,1
1687,34,34,24,1
1688,17,13,14,0
1689,9,31,10,0
1690,13,9,14,0
1691,24,24,26,1
1692,10,10,10,1
1693,16,16,16,1
1694,16,16,16,1
1695,34,34,34,1
1696,10,10,10,1
1697,30,30,29,1
1698,10,9,9,0
1699,21,10,12,0
1700,20,23,11,0
1701,25,8,8,0
1702,20,20,19,1
1703,20,20,20,1
1704,10,10,10,0
1705,22,22,21,1
1706,10,10,10,1
1707,21,21,21,1
1708,35,35,34,1
1709,35,35,35,1
1710,21,21,21,1
1711,11,11,11,1
1712,19,19,19,1
1713,23,22,22,0
1714,18,18,18,1
1715,18,18,18,1
1716,7,7,8,1
1717,20,7,7,0
1718,20,20,20,1
1719,15,15,15,1
1720,15,15,15,1
1721,13,13,13,1
1722,13,13,13,1
1723,16,16,16,1
1724,15,15,15,1
1725,24,24,24,1
1726,15,15,15,1
1727,21,21,20,1
1728,8,14,21,0
1729,25,25,25,1
1730,11,11,11,1
1731,21,22,19,0
1732,24,24,25,1
1733,24,24,26,0
1734,11,11,10,1
1735,10,15,21,0
1736,28,28,26,1
1737,16,16,15,1
1738,15,15,15,1
1739,22,22,22,0
1740,33,38,33,0
1741,22,22,22,0
1742,8,9,8,0
1743,18,18,18,0
1744,19,19,19,1
1745,19,19,19,1
1746,19,19,19,1
1747,11,11,11,1
1748,19,19,19,1
1749,19,19,18,0
1750,8,8,8,0
1751,19,19,19,1
1752,19,19,19,0
1753,19,19,19,0
1754,13,13,13,1
1755,13,13,13,1
1756,13,13,13,0
1757,13,13,13,1
1758,28,28,29,1
1759,21,21,19,1
1760,9,9,9,1
1761,9,9,9,0
1762,8,8,8,1
1763,8,8,8,0
1764,8,8,8,0
1765,8,8,8,1
1766,19,19,19,1
1767,7,8,9,0
1768,8,8,8,1
1769,12,20,8,0
1770,6,6,6,1
1771,15,15,15,1
1772,8,16,8,0
1773,8,8,8,0
1774,3,3,6,1
1775,8,8,8,1
1776,8,8,8,1
1777,23,8,19,0
1778,6,6,6,0
1779,8,8,8,1
1780,5,9,6,0
1781,6,6,6,0
1782,4,4,4,1
1783,5,5,5,1
1784,5,5,5,1
1785,15,14,13,0
1786,15,15,15,1
1787,15,15,15,1
1788,16,16,16,1
1789,5,5,7,1
1790,6,6,6,1
1791,6,6,6,1
1792,6,6,6,1
1793,6,4,5,0
1794,18,17,8,0
1795,3,3,3,0
1796,14,14,14,1
1797,12,7,7,0
1798,8,13,13,0
1799,8,8,8,1
1800,8,8,8,1
1801,8,8,8,1
1802,8,8,8,1
1803,21,21,21,1
1804,21,21,21,1
1805,21,21,21,1
1806,21,21,21,0
1807,8,8,8,1
1808,21,21,21,0
1809,9,9,9,1
1810,9,16,8,0
1811,21,23,23,0
1812,9,9,9,0
1813,8,9,9,0
1814,9,9,9,0
1815,9,9,9,0
1816,9,9,9,0
1817,9,9,9,1
1818,20,20,20,1
1819,8,8,8,1
1820,20,20,20,1
1821,8,8,7,0
1822,8,8,9,1
1823,20,20,20,1
1824,9,9,9,0
1825,9,9,9,1
1826,9,9,9,1
1827,8,8,8,1
1828,22,22,22,1
1829,22,19,19,0
1830,22,23,22,0
1831,22,22,22,1
1832,7,7,7,1
1833,7,21,21,0
1834,9,9,9,1
1835,9,9,9,1
1836,9,9,9,1
1837,9,9,9,1
1838,9,9,9,1
1839,23,23,23,1
1840,9,9,9,0
1841,9,9,9,0
1842,23,23,23,1
1843,23,23,23,1
1844,8,19,19,0
1845,19,19,19,1
1846,19,19,19,1
1847,19,19,9,1
1848,8,8,8,1
1849,8,8,8,1
1850,19,8,19,0
1851,8,8,8,1
1852,8,8,8,0
1853,19,19,19,0
1854,8,8,19,1
1855,19,19,19,1
1856,8,8,8,1
1857,8,8,8,1
1858,8,8,8,0
1859,19,19,19,1
1860,8,8,8,0
1861,8,17,18,0
1862,8,8,8,0
1863,19,19,19,1
1864,19,19,19,1
1865,8,8,8,0
1866,22,22,22,1
1867,8,8,8,1
1868,8,9,9,0
1869,9,9,9,0
1870,9,9,9,0
1871,9,21,21,0
1872,24,24,24,1
1873,24,24,24,1
1874,7,7,7,1
1875,8,8,8,1
1876,8,8,8,1
1877,8,8,8,1
1878,6,15,6,0
1879,6,6,6,1
1880,18,18,17,1
1881,18,18,18,1
1882,8,9,8,0
1883,8,8,8,0
1884,8,8,8,1
1885,6,6,6,0
1886,8,8,8,0
1887,7,7,7,1
1888,8,8,8,1
1889,8,8,8,1
1890,7,7,7,1
1891,15,15,15,1
1892,5,5,7,0
1893,15,15,15,1
1894,15,15,15,1
1895,5,5,5,1
1896,3,3,3,0
1897,8,9,7,0
1898,7,7,8,1
1899,7,7,8,0
1900,7,16,16,0
1901,21,21,21,1
1902,7,5,5,0
1903,7,7,7,0
1904,6,6,5,0
1905,7,8,8,0
1906,5,5,5,1
1907,16,16,15,1
1908,3,3,3,1
1909,8,8,9,0
1910,8,8,8,1
1911,8,8,8,1
1912,8,8,8,1
1913,8,8,8,1
1914,8,8,8,1
1915,8,8,8,1
1916,13,9,14,0
1917,13,13,13,1
1918,13,13,13,1
1919,14,14,14,1
1920,12,12,12,1
1921,12,12,12,1
1922,3,3,3,1
1923,14,14,14,1
1924,14,15,14,0
1925,9,9,9,1
1926,9,9,10,1
1927,9,9,9,1
1928,9,9,9,1
1929,9,9,9,1
1930,14,14,14,1
1931,14,15,3,0
1932,14,14,14,1
1933,14,14,14,1
1934,14,14,14,1
1935,13,13,13,1
1936,16,16,16,1
1937,16,16,16,1
1938,10,10,10,1
1939,10,10,10,1
1940,10,10,10,1
1941,10,10,10,1
1942,3,3,3,0
1943,15,15,15,1
1944,15,15,15,1
1945,15,15,15,1
1946,15,15,15,1
1947,15,15,15,1
1948,15,15,15,1
1949,15,15,15,1
1950,15,15,15,1
1951,15,15,15,1
1952,15,15,15,1
1953,15,15,15,1
1954,15,15,15,1
1955,15,15,15,1
1956,15,15,15,1
1957,15,15,15,1
1958,15,15,15,1
1959,15,15,15,1
1960,15,15,15,1
1961,15,15,15,1
1962,14,14,14,1
1963,2,2,2,0
1964,9,9,9,1
1965,9,9,9,1
1966,3,14,14,0
1967,14,14,14,1
1968,14,14,14,1
1969,14,14,14,1
1970,14,15,15,0
1971,8,8,8,1
1972,3,3,3,1
1973,8,8,8,1
1974,3,3,3,1
1975,13,13,13,1
1976,13,13,13,1
1977,13,13,13,1
1978,10,10,10,1
1979,15,15,15,1
1980,15,15,15,1
1981,15,15,15,1
1982,15,15,15,1
1983,2,2,2,0
1984,2,11,11,0
1985,10,10,10,1
1986,10,10,10,1
1987,10,10,10,1
1988,10,10,10,1
1989,10,10,10,1
1990,10,10,10,1
1991,10,10,10,1
1992,10,10,10,1
1993,3,15,3,0
1994,3,3,3,1
1995,15,15,15,1
1996,15,15,15,1
1997,15,15,15,1
1998,15,15,15,1
1999,15,15,15,1
2000,15,15,15,1
2001,15,15,15,1
2002,15,15,15,1
2003,15,15,15,1
2004,15,10,11,0
2005,15,15,15,1
2006,15,15,10,1
2007,6,6,6,1
2008,8,10,10,0
2009,8,8,8,1
2010,8,8,8,1
2011,8,8,8,1
2012,13,13,13,1
2013,13,13,13,1
2014,8,8,8,1
2015,8,8,8,1
2016,8,8,8,1
2017,8,8,8,1
2018,13,13,13,1
2019,13,13,13,1
2020,4,4,4,1
2021,16,16,14,1
2022,21,21,21,1
2023,20,20,20,1
2024,8,8,8,0
2025,20,20,20,1
2026,22,21,22,0
2027,19,19,19,1
2028,23,23,23,1
2029,20,20,20,1
2030,20,20,20,1
2031,25,25,25,1
2032,15,15,6,1
2033,11,12,12,0
2034,12,12,12,1
2035,12,12,12,1
2036,17,17,17,1
2037,18,18,23,1
2038,13,13,15,1
2039,16,16,17,1
2040,17,17,16,1
2041,16,16,16,1
2042,11,11,11,1
2043,16,16,16,1
2044,12,12,13,1
2045,12,12,16,1
2046,8,8,8,0
2047,8,8,8,1
2048,8,8,8,1
2049,8,8,8,1
2050,8,8,8,1
2051,8,8,8,1
2052,8,8,8,1
2053,8,8,8,1
2054,8,8,8,1
2055,21,21,21,1
2056,21,21,21,1
2057,21,21,21,0
2058,21,21,21,1
2059,21,21,21,1
2060,21,21,21,1
2061,21,21,21,1
2062,21,21,21,1
2063,21,21,21,0
2064,21,21,21,1
2065,22,22,22,1
2066,18,18,18,1
2067,21,21,21,1
2068,21,21,21,1
2069,21,21,12,1
2070,21,21,21,1
2071,21,21,21,1
2072,21,21,21,1
2073,21,21,21,1
2074,21,21,21,1
2075,20,20,20,1
2076,20,20,20,1
2077,21,21,21,1
2078,21,21,21,1
2079,21,21,21,1
2080,21,21,21,1
2081,21,21,21,1
2082,21,21,21,1
2083,21,21,21,1
2084,22,22,22,1
2085,20,20,20,1
2086,23,23,23,0
2087,23,23,23,0
2088,23,23,23,0
2089,23,23,23,1
2090,23,23,23,1
2091,23,23,23,1
2092,23,23,23,1
2093,8,8,8,1
2094,8,8,8,0
2095,19,19,19,1
2096,19,19,19,1
2097,19,19,19,1
2098,8,8,8,1
2099,8,8,8,1
2100,8,8,8,1
2101,8,19,19,0
2102,19,19,19,1
2103,8,8,8,1
2104,9,24,24,0
2105,23,23,23,1
2106,23,23,23,1
2107,23,23,23,1
2108,28,24,24,0
2109,12,12,12,1
2110,19,19,19,1
2111,19,19,19,1
2112,17,15,16,0
2113,19,18,19,0
2114,15,15,15,1
2115,22,22,22,1
2116,15,15,15,1
2117,15,15,15,1
2118,21,21,21,1
2119,21,21,21,1
2120,17,17,17,1
2121,17,17,17,1
2122,17,17,17,1
2123,17,17,17,1
2124,15,15,17,1
2125,15,15,17,1
2126,17,21,20,0
2127,20,20,20,1
2128,20,20,20,1
2129,20,20,20,1
2130,20,20,21,1
2131,17,17,18,1
2132,19,19,19,1
2133,18,18,18,1
2134,18,23,23,0
2135,18,18,18,1
2136,19,19,19,1
2137,23,23,23,1
2138,20,20,20,1
2139,20,20,20,1
2140,20,20,20,1
2141,23,18,18,0
2142,25,25,25,1
2143,25,25,25,1
2144,20,20,20,1
2145,25,23,21,0
2146,21,21,22,1
2147,15,15,15,1
2148,15,15,15,1
2149,15,15,15,0
2150,17,17,17,1
2151,14,14,14,1
2152,14,14,14,1
2153,15,15,15,1
2154,15,15,14,1
2155,17,16,17,0
2156,16,16,16,1
2157,14,14,14,1
2158,15,17,18,0
2159,11,11,11,1
2160,11,11,11,1
2161,11,11,11,1
2162,11,11,10,1
2163,22,22,22,1
2164,22,22,22,1
2165,20,20,20,1
2166,20,20,20,1
2167,20,20,20,1
2168,18,18,18,0
2169,8,8,9,1
2170,21,21,21,1
2171,21,21,21,1
2172,24,24,24,1
2173,22,22,22,1
2174,23,23,23,1
2175,24,24,24,1
2176,8,8,8,0
2177,20,20,20,1
2178,15,15,15,1
2179,17,17,17,1
2180,23,23,23,1
2181,21,21,19,1
2182,21,21,21,1
2183,21,21,21,1
2184,12,12,12,1
2185,19,19,19,1
2186,18,18,17,1
2187,18,18,18,1
2188,10,10,10,1
2189,21,21,21,1
2190,26,26,24,1
2191,16,16,17,1
2192,15,15,15,1
2193,15,15,14,1
2194,14,14,11,1
2195,22,22,22,1
2196,19,19,19,1
2197,19,19,19,1
2198,19,19,19,0
2199,18,18,18,1
2200,18,18,17,1
2201,21,26,21,0
2202,12,12,12,1
2203,10,10,10,1
2204,11,11,11,1
2205,19,19,19,1
2206,19,19,19,1
2207,9,9,9,1
2208,10,10,14,1
2209,20,20,20,1
2210,12,12,12,1
2211,12,12,13,1
2212,12,12,12,1
2213,8,8,8,1
2214,8,8,8,1
2215,11,11,11,1
2216,11,11,11,1
2217,11,11,11,1
2218,11,11,11,1
2219,15,15,15,1
2220,13,13,13,1
2221,13,13,13,1
2222,11,11,11,1
2223,11,11,13,1
2224,14,14,14,1
2225,7,7,8,1
2226,17,17,17,1
2227,7,7,8,1
2228,18,18,18,1
2229,18,18,18,1
2230,13,13,13,1
2231,19,18,19,0
2232,19,19,19,1
2233,33,33,33,1
2234,19,19,19,1
2235,8,10,11,0
2236,15,15,15,1
2237,15,15,15,1
2238,15,15,15,1
2239,18,18,18,1
2240,18,18,18,1
2241,18,18,17,1
2242,22,23,23,0
2243,23,19,19,0
2244,23,23,22,0
2245,23,23,23,1
2246,23,22,19,0
2247,13,13,13,1
2248,9,9,9,1
2249,17,17,17,1
2250,16,16,26,1
2251,9,9,9,1
2252,10,10,10,1
2253,8,8,9,1
2254,8,8,9,1
2255,12,12,12,1
2256,21,21,21,1
2257,13,13,13,1
2258,14,14,14,1
2259,6,6,6,1
2260,17,17,17,1
2261,20,20,21,1
2262,10,10,10,1
2263,15,15,15,1
2264,6,6,6,1
2265,12,12,12,1
2266,12,12,12,1
2267,17,17,17,0
2268,13,13,13,1
2269,13,13,13,0
2270,27,27,27,1
2271,13,13,13,1
2272,12,13,12,0
2273,17,17,17,0
2274,31,31,31,1
2275,31,31,31,1
2276,18,18,18,1
2277,20,27,27,0
2278,18,14,17,0
2279,18,18,16,0
2280,18,18,17,0
2281,14,14,14,1
2282,9,9,9,1
2283,16,16,16,1
2284,10,30,30,0
2285,16,16,16,1
2286,17,17,17,1
2287,17,17,17,1
2288,17,17,17,1
2289,17,17,17,1
2290,17,17,17,1
2291,17,17,17,1
2292,8,8,8,1
2293,23,23,23,1
2294,23,23,23,1
2295,23,23,23,1
2296,24,24,24,1
2297,17,17,17,1
2298,18,18,18,1
2299,6,6,5,1
2300,15,15,15,1
2301,29,29,29,0
2302,11,11,11,1
2303,16,16,16,1
2304,16,16,16,1
2305,25,25,20,1
2306,10,10,10,1
2307,31,10,31,0
2308,9,9,9,1
2309,9,9,9,1
2310,9,10,10,0
2311,10,10,10,1
2312,19,19,19,1
2313,19,7,19,0
2314,6,6,6,1
2315,28,28,28,1
2316,19,19,7,1
2317,7,7,7,1
2318,7,7,7,1
2319,10,9,10,0
2320,12,12,12,1
2321,10,10,10,1
2322,11,11,11,1
2323,11,11,11,1
2324,17,17,17,1
2325,12,12,12,1
2326,7,7,7,1
2327,10,10,11,1
2328,3,3,3,1
2329,6,6,6,1
2330,6,6,6,1
2331,12,12,12,1
2332,15,15,16,1
2333,20,20,23,1
2334,16,16,16,1
2335,12,12,12,1
2336,12,12,12,1
2337,12,12,12,1
2338,8,8,8,1
2339,13,13,13,1
2340,13,13,13,1
2341,13,13,13,1
2342,12,12,12,1
2343,12,6,6,0
2344,25,9,25,0
2345,10,10,10,1
2346,17,17,17,1
2347,7,7,7,1
2348,7,7,7,1
2349,18,18,18,1
2350,12,12,12,1
2351,16,16,18,1
2352,16,16,16,1
2353,11,11,12,1
2354,15,15,15,1
2355,15,15,15,1
2356,15,15,15,1
2357,24,24,24,1
2358,15,15,15,1
2359,24,24,24,1
2360,24,24,24,1
2361,15,15,15,1
2362,20,20,20,1
2363,20,20,20,1
2364,15,15,15,1
2365,10,10,10,1
2366,13,13,12,1
2367,15,15,15,1
2368,15,15,16,1
2369,15,15,15,1
2370,15,15,15,1
2371,15,15,15,1
2372,11,11,11,1
2373,13,13,13,1
2374,12,12,12,1
2375,12,12,13,1
2376,10,10,10,1
2377,13,13,13,1
2378,13,13,13,1
2379,13,13,13,1
2380,13,13,13,1
2381,13,13,13,1
2382,28,28,27,1
2383,15,15,15,1
2384,15,15,15,1
2385,12,12,12,1
2386,20,20,20,1
2387,12,12,12,1
2388,12,12,12,1
2389,12,12,12,1
2390,12,12,12,1
2391,8,8,8,1
2392,8,8,8,1
2393,13,13,13,1
2394,13,13,13,1
2395,10,10,10,1
2396,17,17,17,1
2397,19,19,19,1
2398,19,19,19,1
2399,19,15,16,0
2400,7,7,7,1
2401,15,15,15,1
2402,17,17,17,1
2403,16,16,16,1
2404,7,7,7,1
2405,17,17,17,1
2406,7,7,7,1
2407,16,16,17,1
2408,8,8,8,1
2409,30,30,27,1
2410,15,15,15,1
2411,15,15,15,1
2412,14,14,14,1
2413,14,14,14,1
2414,8,8,8,1
2415,8,8,9,1
2416,20,20,20,1
2417,9,9,2,1
2418,11,11,11,1
2419,12,12,14,0
2420,14,14,14,1
2421,16,16,16,1
2422,7,7,7,1
2423,15,15,15,1
2424,15,15,15,1
2425,16,16,16,1
2426,11,11,10,0
2427,11,11,11,1
2428,16,16,16,1
2429,17,17,17,1
2430,14,14,14,1
2431,14,6,6,0
2432,12,12,11,1
2433,12,12,12,1
2434,20,20,22,1
2435,14,14,14,1
2436,21,21,20,1
2437,19,23,23,0
2438,14,14,13,1
2439,13,13,13,1
2440,9,9,9,1
2441,16,16,16,1
2442,16,16,16,1
2443,9,9,9,1
2444,16,16,16,1
2445,16,16,16,1
2446,25,25,22,1
2447,16,16,16,1
2448,16,16,16,1
2449,12,12,12,0
2450,12,12,12,1
2451,14,14,14,1
2452,14,14,14,1
2453,12,12,12,1
2454,14,14,14,1
2455,21,21,21,1
2456,16,6,14,0
2457,11,11,11,1
2458,11,11,11,1
2459,11,11,11,1
2460,11,11,11,1
2461,14,14,14,1
2462,19,21,25,0
2463,8,8,8,1
2464,11,11,11,1
2465,7,7,7,1
2466,5,5,5,1
2467,8,7,8,0
2468,15,15,14,1
2469,12,12,13,1
2470,12,12,12,1
2471,11,11,11,1
2472,13,13,13,1
2473,15,15,15,1
2474,17,17,17,1
2475,17,17,17,1
2476,17,17,17,1
2477,17,17,17,1
2478,17,17,17,1
2479,17,17,17,1
2480,22,22,22,1
2481,15,15,16,1
2482,15,15,15,1
2483,16,16,16,1
2484,12,12,12,1
2485,13,13,13,1
2486,12,12,12,1
2487,18,18,17,1
2488,13,13,13,1
2489,17,17,17,1
2490,10,10,10,1
2491,13,13,13,0
2492,12,12,12,1
2493,12,12,12,1
2494,12,12,12,1
2495,11,11,11,1
2496,11,11,11,1
2497,14,14,14,1
2498,15,15,15,1
2499,14,14,16,1
2500,15,15,15,1
2501,15,15,15,1
2502,15,15,15,1
2503,15,15,15,1
2504,10,10,10,1
2505,20,20,20,1
2506,8,11,12,0
2507,11,11,11,1
2508,11,11,11,1
2509,7,7,7,1
2510,11,11,11,1
2511,12,12,12,1
2512,12,12,12,1
2513,12,12,12,1
2514,4,4,5,1
2515,12,10,12,0
2516,15,15,16,0
2517,13,13,14,1
2518,10,10,10,0
2519,14,6,6,0
2520,6,9,9,0
2521,14,14,14,1
2522,14,14,14,1
2523,14,6,6,0
2524,14,14,14,1
2525,14,14,14,1
2526,9,9,9,1
2527,14,14,14,1
2528,9,9,10,1
2529,9,29,26,0
2530,14,14,14,1
2531,14,14,14,1
2532,12,12,12,1
2533,18,18,18,1
2534,20,20,19,1
2535,17,8,20,0
2536,17,17,17,1
2537,17,17,14,1
2538,8,8,8,1
2539,8,8,8,1
2540,21,21,21,1
2541,14,14,14,1
2542,14,14,14,1
2543,14,14,14,1
2544,14,14,14,1
2545,16,16,5,1
2546,6,6,6,1
2547,17,17,17,1
2548,17,17,17,1
2549,19,19,20,1
2550,18,18,18,1
2551,9,9,9,1
2552,18,18,18,1
2553,8,26,26,0
2554,13,13,13,0
2555,18,18,18,1
2556,18,18,18,1
2557,13,13,13,1
2558,13,13,13,1
2559,20,20,20,1
2560,20,20,20,1
2561,20,20,20,1
2562,20,20,20,1
2563,19,19,20,1
2564,19,19,19,1
2565,19,19,19,1
2566,21,21,19,1
2567,21,21,19,1
2568,12,12,12,1
2569,26,26,26,1
2570,13,13,16,1
2571,11,11,11,1
2572,15,15,14,1
2573,13,13,13,1
2574,11,11,11,1
2575,11,11,11,1
2576,11,11,11,1
2577,21,21,21,1
2578,21,21,21,1
2579,11,11,11,1
2580,11,11,11,1
2581,8,11,11,0
2582,11,11,11,1
2583,11,11,11,1
2584,8,8,8,1
2585,11,11,11,1
2586,11,11,11,1
2587,11,11,11,1
2588,11,11,11,1
2589,11,11,11,1
2590,11,11,11,1
2591,11,11,11,1
2592,11,11,11,1
2593,11,11,11,1
2594,11,11,11,1
2595,11,11,11,1
2596,11,11,11,1
2597,11,11,11,1
2598,11,11,11,1
2599,11,11,11,1
2600,11,11,11,1
2601,11,11,11,1
2602,11,11,11,1
2603,8,8,8,1
2604,8,8,8,1
2605,8,8,8,1
2606,36,36,11,1
2607,20,20,20,1
2608,12,12,12,1
2609,10,10,10,1
2610,18,18,18,1
2611,18,18,18,1
2612,10,10,10,1
2613,10,10,10,1
2614,12,12,12,0
2615,12,12,12,1
2616,21,21,21,1
2617,12,12,12,1
2618,12,12,12,1
2619,12,12,12,0
2620,12,12,12,1
2621,21,21,21,1
2622,21,21,21,1
2623,21,21,21,1
2624,21,21,21,1
2625,21,21,21,1
2626,21,21,21,1
2627,12,12,12,1
2628,12,12,12,1
