image_id,gt_text,pred_text,gt_len,pred_text_len,is_correct,pred_len_from_head
1771,皖金舵318WANJINDUO,皖金舵318WANJINDUO,15,15,True,15
1772,苏盐货83518,苏盐货83518SUYANHUO,8,16,False,8
1773,鲁济宁货1628,鲁济宁货1223,8,8,False,8
1774,上海港,上海港,3,3,True,6
1775,中钢货运1168,中钢货运1168,8,8,True,8
1776,中钢货运1688,中钢货运1688,8,8,True,8
1777,中钢货运6188ZHONGGANGHUOYUN,中钢货运6088,23,8,False,19
1778,兴机垛126,俞垛机126,6,6,False,6
1779,合肥武运1588,合肥武运1588,8,8,True,8
1780,太顺198,浙富阳货00936,5,9,False,6
1781,德义2988,津阳1088,6,6,False,6
1782,志远08,志远08,4,4,True,4
1783,振航138,振航138,5,5,True,5
1784,新宇988,新宇988,5,5,True,5
1785,杭州港HANGZHOUGANG,泰州港TAIZHOUGANG,15,14,False,13
1786,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1787,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1788,枣庄港ZAOZHUANGGANG,枣庄港ZAOZHUANGGANG,16,16,True,16
1789,永发886,永发886,5,5,True,7
1790,汇海集002,汇海集002,6,6,True,6
1791,汇海集003,汇海集003,6,6,True,6
1792,汇海集003,汇海集003,6,6,True,6
1793,汇海集008,高泰08,6,4,False,5
1794,江淮货268JIANGHUAIHUO,江海货288JIANGHAIHUO,18,17,False,8
1795,泰州港,杭州港,3,3,False,3
1796,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True,14
1797,泰顺888TAISHUN,泰顺机3038,12,7,False,7
1798,济宁JINING,济宁港JININGGANG,8,13,False,13
1799,浙上虞货0272,浙上虞货0272,8,8,True,8
1800,浙上虞货0517,浙上虞货0517,8,8,True,8
1801,浙上虞货0519,浙上虞货0519,8,8,True,8
1802,浙上虞货0557,浙上虞货0557,8,8,True,8
1803,浙上虞货0587ZHESHANGYUHUO,浙上虞货0587ZHESHANGYUHUO,21,21,True,21
1804,浙上虞货0638ZHESHANGYUHUO,浙上虞货0638ZHESHANGYUHUO,21,21,True,21
1805,浙上虞货0688ZHESHANGYUHUO,浙上虞货0688ZHESHANGYUHUO,21,21,True,21
1806,浙上虞货0688ZHESHANGYUHUO,浙上虞货0678ZHESHANGYUHUO,21,21,False,21
1807,浙上虞货0695,浙上虞货0695,8,8,True,8
1808,浙上虞货0695ZHESHANGYUHUO,浙上虞货0676ZHESHANGYUHUO,21,21,False,21
1809,浙富阳货00006,浙富阳货00006,9,9,True,9
1810,浙富阳货00456,豫信货10456YUXINHUO,9,16,False,8
1811,浙富阳货00751ZHEFUYANGHUO,浙萧山货23751ZHEXIAOSHANHUO,21,23,False,23
1812,浙富阳货01068,浙富阳货01037,9,9,False,9
1813,浙嵊州货0588,浙钱江货00568,8,9,False,9
1814,浙平湖货01076,浙平湖货02076,9,9,False,9
1815,浙平湖货01676,浙富阳货01076,9,9,False,9
1816,浙建德货00251,浙海宁货02251,9,9,False,9
1817,浙建德货00788,浙建德货00788,9,9,True,9
1818,浙柯桥货0005ZHEKEQIAOHUO,浙柯桥货0005ZHEKEQIAOHUO,20,20,True,20
1819,浙柯桥货0039,浙柯桥货0039,8,8,True,8
1820,浙柯桥货0039ZHEKEQIAOHUO,浙柯桥货0039ZHEKEQIAOHUO,20,20,True,20
1821,浙柯桥货0052,皖铜陵货2020,8,8,False,7
1822,浙柯桥货0052,浙柯桥货0052,8,8,True,9
1823,浙柯桥货0060ZHEKEQIAOHUO,浙柯桥货0060ZHEKEQIAOHUO,20,20,True,20
1824,浙桐乡货02896,浙桐乡货01896,9,9,False,9
1825,浙桐乡货03363,浙桐乡货03363,9,9,True,9
1826,浙桐庐货00568,浙桐庐货00568,9,9,True,9
1827,浙江兴一0079,浙江兴一0079,8,8,True,8
1828,浙绍兴货0006ZHESHAOXINGHUO,浙绍兴货0006ZHESHAOXINGHUO,22,22,True,22
1829,浙绍兴货0616ZHESHAOXINGHUO,浙诸暨货0619ZHEZHUJIHUO,22,19,False,19
1830,浙绍兴货0803ZHESHAOXINGHUO,浙萧山货23902ZHEXIAOSHANHUO,22,23,False,22
1831,浙绍兴货0812ZHESHAOXINGHUO,浙绍兴货0812ZHESHAOXINGHUO,22,22,True,22
1832,浙绍运6-21,浙绍运6-21,7,7,True,7
1833,浙绍运0597,浙上虞货0327ZHESHANGYUHUO,7,21,False,21
1834,浙萧山货23598,浙萧山货23598,9,9,True,9
1835,浙萧山货23685,浙萧山货23685,9,9,True,9
1836,浙萧山货23750,浙萧山货23750,9,9,True,9
1837,浙萧山货23765,浙萧山货23765,9,9,True,9
1838,浙萧山货23801,浙萧山货23801,9,9,True,9
1839,浙萧山货23993ZHEXIAOSHANHUO,浙萧山货23993ZHEXIAOSHANHUO,23,23,True,23
1840,浙萧山货25025,浙萧山货23700,9,9,False,9
1841,浙萧山货25063,浙萧山货25089,9,9,False,9
1842,浙萧山货25159ZHEXIAOSHANHUO,浙萧山货25159ZHEXIAOSHANHUO,23,23,True,23
1843,浙萧山货25186ZHEXIAOSHANHUO,浙萧山货25186ZHEXIAOSHANHUO,23,23,True,23
1844,浙诸暨货0007,浙诸暨货0007ZHEZHUJIHUO,8,19,False,19
1845,浙诸暨货0007ZHEZHUJIHUO,浙诸暨货0007ZHEZHUJIHUO,19,19,True,19
1846,浙诸暨货0056ZHEZHUJIHUO,浙诸暨货0056ZHEZHUJIHUO,19,19,True,19
1847,浙诸暨货0056ZHEZHUJIHUO,浙诸暨货0056ZHEZHUJIHUO,19,19,True,9
1848,浙诸暨货0728,浙诸暨货0728,8,8,True,8
1849,浙诸暨货0786,浙诸暨货0786,8,8,True,8
1850,浙诸暨货0819ZHEZHUJIHUO,浙诸暨货0819,19,8,False,19
1851,浙诸暨货0856,浙诸暨货0856,8,8,True,8
1852,浙诸暨货0865,浙诸暨货0805,8,8,False,8
1853,浙诸暨货0880ZHEZHUJIHUO,浙诸暨货0850ZHEZHUJIHUO,19,19,False,19
1854,浙诸暨货0882,浙诸暨货0882,8,8,True,19
1855,浙诸暨货0883ZHEZHUJIHUO,浙诸暨货0883ZHEZHUJIHUO,19,19,True,19
1856,浙诸暨货0958,浙诸暨货0958,8,8,True,8
1857,浙诸暨货0958,浙诸暨货0958,8,8,True,8
1858,浙诸暨货1035,浙德清货1036,8,8,False,8
1859,浙诸暨货1035ZHEZHUJIHUO,浙诸暨货1035ZHEZHUJIHUO,19,19,True,19
1860,浙诸暨货1038,浙诸暨货1838,8,8,False,8
1861,浙诸暨货1056,鲁菏泽货1056LUHEZEHUO,8,17,False,18
1862,浙诸暨货1182,皖亳州货1189,8,8,False,8
1863,浙诸暨货1185ZHEZHUJIHUO,浙诸暨货1185ZHEZHUJIHUO,19,19,True,19
1864,浙诸暨货1252ZHEZHUJIHUO,浙诸暨货1252ZHEZHUJIHUO,19,19,True,19
1865,浙诸暨货1283,浙诸暨货1285,8,8,False,8
1866,浙越城货0017ZHEYUECHENGHUO,浙越城货0017ZHEYUECHENGHUO,22,22,True,22
1867,浙越城货0518,浙越城货0518,8,8,True,8
1868,浙越城货0622,浙桐庐货00682,8,9,False,9
1869,浙钱江货00335,浙钱江货00306,9,9,False,9
1870,浙钱江货00589,浙钱江货00563,9,9,False,9
1871,浙钱江货00591,浙上虞货0591ZHESHANGYUHUO,9,21,False,21
1872,浙钱江货00598ZHEQIANJIANGHUO,浙钱江货00598ZHEQIANJIANGHUO,24,24,True,24
1873,浙钱江货00598ZHEQIANJIANGHUO,浙钱江货00598ZHEQIANJIANGHUO,24,24,True,24
1874,申达机0168,申达机0168,7,7,True,7
1875,皖亳州货0867,皖亳州货0867,8,8,True,8
1876,皖亳州货0867,皖亳州货0867,8,8,True,8
1877,皖合肥货2136,皖合肥货2136,8,8,True,8
1878,皖太运789,皖太运789WANTAIYUN,6,15,False,6
1879,皖平安888,皖平安888,6,6,True,6
1880,皖民生6699WANMINSHENG,皖民生6699WANMINSHENG,18,18,True,17
1881,皖民生6699WANMINSHENG,皖民生6699WANMINSHENG,18,18,True,18
1882,皖淮北货2358,浙萧山货23171,8,9,False,8
1883,皖淮南货1299,皖淮南货1295,8,8,False,8
1884,皖湾沚货3886,皖湾沚货3886,8,8,True,8
1885,皖翔通996,皖海通238,6,6,False,6
1886,皖蚌埠货2188,皖利辛货2188,8,8,False,8
1887,皖金锚0021,皖金锚0021,7,7,True,7
1888,皖阜阳货1718,皖阜阳货1718,8,8,True,8
1889,皖阜阳货1718,皖阜阳货1718,8,8,True,8
1890,皖顺河1688,皖顺河1688,7,7,True,7
1891,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True,15
1892,祥泰888,祥瑞886,5,5,False,7
1893,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1894,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1895,苏沭037,苏沭037,5,5,True,5
1896,菏泽港,杭州港,3,3,False,3
1897,豫乾坤11802,浙钱江货35021,8,9,False,7
1898,豫信货0716,豫信货0716,7,7,True,8
1899,豫信货0716,皖太远0716,7,7,False,8
1900,豫吉祥1666,豫吉祥1666YUJIXIANG,7,16,False,16
1901,豫周祥和1128YUZHOUXIANGHE,豫周祥和1128YUZHOUXIANGHE,21,21,True,21
1902,豫周鑫港718,宇洋718,7,5,False,5
1903,豫周颍港268,豫周颍港098,7,7,False,7
1904,豫昌盛195,长生机958,6,6,False,5
1905,赣上饶0678,赣上饶货0678,7,8,False,8
1906,轮祥698,轮祥698,5,5,True,5
1907,通达机92508TONGDAJI,通达机92508TONGDAJI,16,16,True,15
1908,阜阳港,阜阳港,3,3,True,3
1909,鲁枣庄货0663,浙上虞货0616,8,8,False,9
1910,鲁济宁货4161,鲁济宁货4161,8,8,True,8
1911,亳州BOZHOU,亳州BOZHOU,8,8,True,8
1912,亳州BOZHOU,亳州BOZHOU,8,8,True,8
1913,亳州BOZHOU,亳州BOZHOU,8,8,True,8
1914,亳州BOZHOU,亳州BOZHOU,8,8,True,8
1915,亳州BOZHOU,亳州BOZHOU,8,8,True,8
1916,亳州港BOZHOUGANG,泰州TAIZHOU,13,9,False,14
1917,亳州港BOZHOUGANG,亳州港BOZHOUGANG,13,13,True,13
1918,亳州港BOZHOUGANG,亳州港BOZHOUGANG,13,13,True,13
1919,南通港NANTONGGANG,南通港NANTONGGANG,14,14,True,14
1920,合肥港HEFEIGANG,合肥港HEFEIGANG,12,12,True,12
1921,合肥港HEFEIGANG,合肥港HEFEIGANG,12,12,True,12
1922,周口港,周口港,3,3,True,3
1923,周口港ZHOUKOUGANG,周口港ZHOUKOUGANG,14,14,True,14
1924,周口港ZHOUKOUGANG,杭州港HANGZHOUGANG,14,15,False,14
1925,嘉兴JIAXING,嘉兴JIAXING,9,9,True,9
1926,嘉兴JIAXING,嘉兴JIAXING,9,9,True,10
1927,嘉兴JIAXING,嘉兴JIAXING,9,9,True,9
1928,嘉兴JIAXING,嘉兴JIAXING,9,9,True,9
1929,嘉兴JIAXING,嘉兴JIAXING,9,9,True,9
1930,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True,14
1931,嘉兴港JIAXINGGANG,绍兴港SHAOXINGGANG,14,15,False,3
1932,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True,14
1933,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True,14
1934,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True,14
1935,宁波港NINGBOGANG,宁波港NINGBOGANG,13,13,True,13
1936,宣城港XUANCHENGGANG,宣城港XUANCHENGGANG,16,16,True,16
1937,宣城港XUANCHENGGANG,宣城港XUANCHENGGANG,16,16,True,16
1938,扬州YANGZHOU,扬州YANGZHOU,10,10,True,10
1939,扬州YANGZHOU,扬州YANGZHOU,10,10,True,10
1940,杭州HANGZHOU,杭州HANGZHOU,10,10,True,10
1941,杭州HANGZHOU,杭州HANGZHOU,10,10,True,10
1942,杭州港,绍兴港,3,3,False,3
1943,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1944,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1945,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1946,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1947,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1948,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1949,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1950,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1951,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1952,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1953,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1954,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1955,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1956,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1957,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1958,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1959,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1960,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1961,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True,15
1962,池州港CHIZHOUGANG,池州港CHIZHOUGANG,14,14,True,14
1963,泰州,亳州,2,2,False,2
1964,泰州TAIZHOU,泰州TAIZHOU,9,9,True,9
1965,泰州TAIZHOU,泰州TAIZHOU,9,9,True,9
1966,泰州港,泰州港TAIZHOUGANG,3,14,False,14
1967,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True,14
1968,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True,14
1969,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True,14
1970,泰州港TAIZHOUGANG,杭州港HANGZHOUGANG,14,15,False,15
1971,济宁JINING,济宁JINING,8,8,True,8
1972,淮南港,淮南港,3,3,True,3
1973,淮安HUAIAN,淮安HUAIAN,8,8,True,8
1974,湖州港,湖州港,3,3,True,3
1975,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True,13
1976,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True,13
1977,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True,13
1978,盐城YANCHENG,盐城YANCHENG,10,10,True,10
1979,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True,15
1980,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True,15
1981,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True,15
1982,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True,15
1983,绍兴,盐城,2,2,False,2
1984,绍兴,浙绍兴货0809绍兴港,2,11,False,11
1985,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1986,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1987,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1988,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1989,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1990,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1991,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1992,绍兴SHAOXING,绍兴SHAOXING,10,10,True,10
1993,绍兴港,绍兴港SHAOXINGGANG,3,15,False,3
1994,绍兴港,绍兴港,3,3,True,3
1995,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1996,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1997,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1998,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
1999,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2000,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2001,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2002,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2003,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2004,绍兴港SHAOXINGGANG,绍兴SHAOXING,15,10,False,11
2005,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,15
2006,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True,10
2007,芜湖WUHU,芜湖WUHU,6,6,True,6
2008,蚌埠BENGBU,绍兴SHAOXING,8,10,False,10
2009,蚌埠BENGBU,蚌埠BENGBU,8,8,True,8
2010,蚌埠BENGBU,蚌埠BENGBU,8,8,True,8
2011,蚌埠BENGBU,蚌埠BENGBU,8,8,True,8
2012,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,13,13,True,13
2013,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,13,13,True,13
2014,阜阳FUYANG,阜阳FUYANG,8,8,True,8
2015,阜阳FUYANG,阜阳FUYANG,8,8,True,8
2016,阜阳FUYANG,阜阳FUYANG,8,8,True,8
2017,阜阳FUYANG,阜阳FUYANG,8,8,True,8
2018,阜阳港FUYANGGANG,阜阳港FUYANGGANG,13,13,True,13
2019,阜阳港FUYANGGANG,阜阳港FUYANGGANG,13,13,True,13
2020,马鞍山港,马鞍山港,4,4,True,4
2021,姜淤机1128JIANGYUJI,姜淤机1128JIANGYUJI,16,16,True,14
2022,浙余杭货02901ZHEYUHANGHUO,浙余杭货02901ZHEYUHANGHUO,21,21,True,21
2023,浙湖州货5205ZHEHUZHOUHUO,浙湖州货5205ZHEHUZHOUHUO,20,20,True,20
2024,浙绍兴货0807,浙绍兴货0876,8,8,False,8
2025,皖亳州货2022WANBOZHOUHUO,皖亳州货2022WANBOZHOUHUO,20,20,True,20
2026,皖兴隆货1166WANXINGLONGHUO,皖淮北货1166WANHUAIBEIHUO,22,21,False,22
2027,皖利辛货0686WANLIXINHUO,皖利辛货0686WANLIXINHUO,19,19,True,19
2028,皖天长货0011WANTIANCHANGHUO,皖天长货0011WANTIANCHANGHUO,23,23,True,23
2029,豫周口货3092YUZHOUKOUHUO,豫周口货3092YUZHOUKOUHUO,20,20,True,20
2030,豫周口货3092YUZHOUKOUHUO,豫周口货3092YUZHOUKOUHUO,20,20,True,20
2031,豫周长虹机096YUZHOUCHANGHONGJI,豫周长虹机096YUZHOUCHANGHONGJI,25,25,True,25
2032,顺昌0066SHUNCHANG,顺昌0066SHUNCHANG,15,15,True,6
2033,万达2828WANDA,永安2828YONGAN,11,12,False,12
2034,万顺668WANSHUN,万顺668WANSHUN,12,12,True,12
2035,中亚518ZHONGYA,中亚518ZHONGYA,12,12,True,12
2036,中伟机0858ZHONGWEIJI,中伟机0858ZHONGWEIJI,17,17,True,17
2037,中兴机2888ZHONGXINGJI,中兴机2888ZHONGXINGJI,18,18,True,23
2038,俞垛机910YUDUOJI,俞垛机910YUDUOJI,13,13,True,15
2039,兴安太1978XINGANTAI,兴安太1978XINGANTAI,16,16,True,17
2040,姜淤机76880JIANGYUJI,姜淤机76880JIANGYUJI,17,17,True,16
2041,州海机1858ZHOUHAIJI,州海机1858ZHOUHAIJI,16,16,True,16
2042,振华13ZHENHUA,振华13ZHENHUA,11,11,True,11
2043,新安江288XINANJIANG,新安江288XINANJIANG,16,16,True,16
2044,桥机0678QIAOJI,桥机0678QIAOJI,12,12,True,13
2045,桥机0678QIAOJI,桥机0678QIAOJI,12,12,True,16
2046,浙上虞货0581,浙上虞货0511,8,8,False,8
2047,浙上虞货0677,浙上虞货0677,8,8,True,8
2048,浙上虞货0679,浙上虞货0679,8,8,True,8
2049,浙上虞货0685,浙上虞货0685,8,8,True,8
2050,浙上虞货0686,浙上虞货0686,8,8,True,8
2051,浙上虞货0688,浙上虞货0688,8,8,True,8
2052,浙上虞货0688,浙上虞货0688,8,8,True,8
2053,浙上虞货0689,浙上虞货0689,8,8,True,8
2054,浙上虞货0695,浙上虞货0695,8,8,True,8
2055,浙上虞货0707ZHESHANGYUHUO,浙上虞货0707ZHESHANGYUHUO,21,21,True,21
2056,浙余杭货01176ZHEYUHANGHUO,浙余杭货01176ZHEYUHANGHUO,21,21,True,21
2057,浙余杭货01573ZHEYUHANGHUO,浙余杭货01579ZHEYUHANGHUO,21,21,False,21
2058,浙余杭货01777ZHEYUHANGHUO,浙余杭货01777ZHEYUHANGHUO,21,21,True,21
2059,浙余杭货01777ZHEYUHANGHUO,浙余杭货01777ZHEYUHANGHUO,21,21,True,21
2060,浙余杭货02021ZHEYUHANGHUO,浙余杭货02021ZHEYUHANGHUO,21,21,True,21
2061,浙余杭货02127ZHEYUHANGHUO,浙余杭货02127ZHEYUHANGHUO,21,21,True,21
2062,浙余杭货02127ZHEYUHANGHUO,浙余杭货02127ZHEYUHANGHUO,21,21,True,21
2063,浙余杭货02866ZHEYUHANGHUO,浙余杭货02867ZHEYUHANGHUO,21,21,False,21
2064,浙余杭货03055ZHEYUHANGHUO,浙余杭货03055ZHEYUHANGHUO,21,21,True,21
2065,浙嘉善货03890ZHEJIASHANHUO,浙嘉善货03890ZHEJIASHANHUO,22,22,True,22
2066,浙安吉货0769ZHEANJIHUO,浙安吉货0769ZHEANJIHUO,18,18,True,18
2067,浙富阳货00525ZHEFUYANGHUO,浙富阳货00525ZHEFUYANGHUO,21,21,True,21
2068,浙富阳货00607ZHEFUYANGHUO,浙富阳货00607ZHEFUYANGHUO,21,21,True,21
2069,浙富阳货00911ZHEFUYANGHUO,浙富阳货00911ZHEFUYANGHUO,21,21,True,12
2070,浙富阳货00971ZHEFUYANGHUO,浙富阳货00971ZHEFUYANGHUO,21,21,True,21
2071,浙富阳货00971ZHEFUYANGHUO,浙富阳货00971ZHEFUYANGHUO,21,21,True,21
2072,浙富阳货00971ZHEFUYANGHUO,浙富阳货00971ZHEFUYANGHUO,21,21,True,21
2073,浙富阳货00971ZHEFUYANGHUO,浙富阳货00971ZHEFUYANGHUO,21,21,True,21
2074,浙富阳货10001ZHEFUYANGHUO,浙富阳货10001ZHEFUYANGHUO,21,21,True,21
2075,浙德清货1951ZHEDEQINGHUO,浙德清货1951ZHEDEQINGHUO,20,20,True,20
2076,浙柯桥货0001ZHEKEQIAOHUO,浙柯桥货0001ZHEKEQIAOHUO,20,20,True,20
2077,浙桐庐货00388ZHETONGLUHUO,浙桐庐货00388ZHETONGLUHUO,21,21,True,21
2078,浙桐庐货00482ZHETONGLUHUO,浙桐庐货00482ZHETONGLUHUO,21,21,True,21
2079,浙桐庐货00525ZHETONGLUHUO,浙桐庐货00525ZHETONGLUHUO,21,21,True,21
2080,浙桐庐货00525ZHETONGLUHUO,浙桐庐货00525ZHETONGLUHUO,21,21,True,21
2081,浙桐庐货00525ZHETONGLUHUO,浙桐庐货00525ZHETONGLUHUO,21,21,True,21
2082,浙桐庐货00558ZHETONGLUHUO,浙桐庐货00558ZHETONGLUHUO,21,21,True,21
2083,浙桐庐货00678ZHETONGLUHUO,浙桐庐货00678ZHETONGLUHUO,21,21,True,21
2084,浙海宁货02152ZHEHAININGHUO,浙海宁货02152ZHEHAININGHUO,22,22,True,22
2085,浙湖州货5205ZHEHUZHOUHUO,浙湖州货5205ZHEHUZHOUHUO,20,20,True,20
2086,浙萧山货23588ZHEXIAOSHANHUO,浙萧山货23568ZHEXIAOSHANHUO,23,23,False,23
2087,浙萧山货23592ZHEXIAOSHANHUO,浙萧山货23692ZHEXIAOSHANHUO,23,23,False,23
2088,浙萧山货23592ZHEXIAOSHANHUO,浙萧山货23652ZHEXIAOSHANHUO,23,23,False,23
2089,浙萧山货23677ZHEXIAOSHANHUO,浙萧山货23677ZHEXIAOSHANHUO,23,23,True,23
2090,浙萧山货23677ZHEXIAOSHANHUO,浙萧山货23677ZHEXIAOSHANHUO,23,23,True,23
2091,浙萧山货23677ZHEXIAOSHANHUO,浙萧山货23677ZHEXIAOSHANHUO,23,23,True,23
2092,浙萧山货23786ZHEXIAOSHANHUO,浙萧山货23786ZHEXIAOSHANHUO,23,23,True,23
2093,浙诸暨货0056,浙诸暨货0056,8,8,True,8
2094,浙诸暨货0151,浙诸暨货0156,8,8,False,8
2095,浙诸暨货0151ZHEZHUJIHUO,浙诸暨货0151ZHEZHUJIHUO,19,19,True,19
2096,浙诸暨货0151ZHEZHUJIHUO,浙诸暨货0151ZHEZHUJIHUO,19,19,True,19
2097,浙诸暨货0247ZHEZHUJIHUO,浙诸暨货0247ZHEZHUJIHUO,19,19,True,19
2098,浙诸暨货0418,浙诸暨货0418,8,8,True,8
2099,浙诸暨货0768,浙诸暨货0768,8,8,True,8
2100,浙诸暨货1167,浙诸暨货1167,8,8,True,8
2101,浙诸暨货1185,浙诸暨货1185ZHEZHUJIHUO,8,19,False,19
2102,浙诸暨货1233ZHEZHUJIHUO,浙诸暨货1233ZHEZHUJIHUO,19,19,True,19
2103,浙诸暨货1298,浙诸暨货1298,8,8,True,8
2104,浙钱江货00628,浙钱江货35062ZHEQIANJIANGHUO,9,24,False,24
2105,浙长兴货2159ZHECHANGXINGHUO,浙长兴货2159ZHECHANGXINGHUO,23,23,True,23
2106,浙长兴货5253ZHECHANGXINGHUO,浙长兴货5253ZHECHANGXINGHUO,23,23,True,23
2107,浙长兴货6811ZHECHANGXINGHUO,浙长兴货6811ZHECHANGXINGHUO,23,23,True,23
2108,湘张家界货1966XIANGZHANGJIAJIEHUO,浙桐乡货02068ZHETONGXIANGHUO,28,24,False,24
2109,玉顺1688YUSHUN,玉顺1688YUSHUN,12,12,True,12
2110,皖万顺76号WANWANSHUNHAO,皖万顺76号WANWANSHUNHAO,19,19,True,19
2111,皖万顺76号WANWANSHUNHAO,皖万顺76号WANWANSHUNHAO,19,19,True,19
2112,皖众发5168WANZHONGFA,皖浍河5668WANHUIHE,17,15,False,16
2113,皖利辛货2088WANLIXINHUO,皖利辛货288WANLIXINHUO,19,18,False,19
2114,皖宇远688WANYUYUAN,皖宇远688WANYUYUAN,15,15,True,15
2115,皖寿县货3662WANSHOUXIANHUO,皖寿县货3662WANSHOUXIANHUO,22,22,True,22
2116,皖巨龙198WANJULONG,皖巨龙198WANJULONG,15,15,True,15
2117,皖巨龙198WANJULONG,皖巨龙198WANJULONG,15,15,True,15
2118,皖庐江货1628WANLUJIANGHUO,皖庐江货1628WANLUJIANGHUO,21,21,True,21
2119,皖庐江货1628WANLUJIANGHUO,皖庐江货1628WANLUJIANGHUO,21,21,True,21
2120,皖枞宜10362WANZONGYI,皖枞宜10362WANZONGYI,17,17,True,17
2121,皖民生268WANMINSHENG,皖民生268WANMINSHENG,17,17,True,17
2122,皖民生268WANMINSHENG,皖民生268WANMINSHENG,17,17,True,17
2123,皖民生268WANMINSHENG,皖民生268WANMINSHENG,17,17,True,17
2124,皖浩天88WANHAOTIAN,皖浩天88WANHAOTIAN,15,15,True,17
2125,皖浩天88WANHAOTIAN,皖浩天88WANHAOTIAN,15,15,True,17
2126,皖舒城098WANSHUCHENG,皖诚兴货68WANCHENGXINGHUO,17,21,False,20
2127,皖远东货88WANYUANDONGHUO,皖远东货88WANYUANDONGHUO,20,20,True,20
2128,苏内航货2866SUNEIHANGHUO,苏内航货2866SUNEIHANGHUO,20,20,True,20
2129,苏内航货2866SUNEIHANGHUO,苏内航货2866SUNEIHANGHUO,20,20,True,20
