image_id,gt_len,pred_text_len,pred_len_from_head,correct_or_not,eos_type,len_head_correct,len_diff_text,len_diff_head
1769,12,20,8,0,eos_late,0,8,-4
1770,6,6,6,1,none,1,0,0
1771,15,15,15,1,none,1,0,0
1772,8,16,8,0,eos_late,1,8,0
1773,8,8,8,0,none,1,0,0
1774,3,3,6,1,none,0,0,3
1775,8,8,8,1,none,1,0,0
1776,8,8,8,1,none,1,0,0
1777,23,8,19,0,eos_early,0,-15,-4
1778,6,6,6,0,none,1,0,0
1779,8,8,8,1,none,1,0,0
1780,5,9,6,0,eos_late,0,4,1
1781,6,6,6,0,none,1,0,0
1782,4,4,4,1,none,1,0,0
1783,5,5,5,1,none,1,0,0
1784,5,5,5,1,none,1,0,0
1785,15,14,13,0,eos_early,0,-1,-2
1786,15,15,15,1,none,1,0,0
1787,15,15,15,1,none,1,0,0
1788,16,16,16,1,none,1,0,0
1789,5,5,7,1,none,0,0,2
1790,6,6,6,1,none,1,0,0
1791,6,6,6,1,none,1,0,0
1792,6,6,6,1,none,1,0,0
1793,6,4,5,0,eos_early,0,-2,-1
1794,18,17,8,0,eos_early,0,-1,-10
1795,3,3,3,0,none,1,0,0
1796,14,14,14,1,none,1,0,0
1797,12,7,7,0,eos_early,0,-5,-5
1798,8,13,13,0,eos_late,0,5,5
1799,8,8,8,1,none,1,0,0
1800,8,8,8,1,none,1,0,0
1801,8,8,8,1,none,1,0,0
1802,8,8,8,1,none,1,0,0
1803,21,21,21,1,none,1,0,0
1804,21,21,21,1,none,1,0,0
1805,21,21,21,1,none,1,0,0
1806,21,21,21,0,none,1,0,0
1807,8,8,8,1,none,1,0,0
1808,21,21,21,0,none,1,0,0
1809,9,9,9,1,none,1,0,0
1810,9,16,8,0,eos_late,0,7,-1
1811,21,23,23,0,eos_late,0,2,2
1812,9,9,9,0,none,1,0,0
1813,8,9,9,0,eos_late,0,1,1
1814,9,9,9,0,none,1,0,0
1815,9,9,9,0,none,1,0,0
1816,9,9,9,0,none,1,0,0
1817,9,9,9,1,none,1,0,0
1818,20,20,20,1,none,1,0,0
1819,8,8,8,1,none,1,0,0
1820,20,20,20,1,none,1,0,0
1821,8,8,7,0,none,0,0,-1
1822,8,8,9,1,none,0,0,1
1823,20,20,20,1,none,1,0,0
1824,9,9,9,0,none,1,0,0
1825,9,9,9,1,none,1,0,0
1826,9,9,9,1,none,1,0,0
1827,8,8,8,1,none,1,0,0
1828,22,22,22,1,none,1,0,0
1829,22,19,19,0,eos_early,0,-3,-3
1830,22,23,22,0,eos_late,1,1,0
1831,22,22,22,1,none,1,0,0
1832,7,7,7,1,none,1,0,0
1833,7,21,21,0,eos_late,0,14,14
1834,9,9,9,1,none,1,0,0
1835,9,9,9,1,none,1,0,0
1836,9,9,9,1,none,1,0,0
1837,9,9,9,1,none,1,0,0
1838,9,9,9,1,none,1,0,0
1839,23,23,23,1,none,1,0,0
1840,9,9,9,0,none,1,0,0
1841,9,9,9,0,none,1,0,0
1842,23,23,23,1,none,1,0,0
1843,23,23,23,1,none,1,0,0
1844,8,19,19,0,eos_late,0,11,11
1845,19,19,19,1,none,1,0,0
1846,19,19,19,1,none,1,0,0
1847,19,19,9,1,none,0,0,-10
1848,8,8,8,1,none,1,0,0
1849,8,8,8,1,none,1,0,0
1850,19,8,19,0,eos_early,1,-11,0
1851,8,8,8,1,none,1,0,0
1852,8,8,8,0,none,1,0,0
1853,19,19,19,0,none,1,0,0
1854,8,8,19,1,none,0,0,11
1855,19,19,19,1,none,1,0,0
1856,8,8,8,1,none,1,0,0
1857,8,8,8,1,none,1,0,0
1858,8,8,8,0,none,1,0,0
1859,19,19,19,1,none,1,0,0
1860,8,8,8,0,none,1,0,0
1861,8,17,18,0,eos_late,0,9,10
1862,8,8,8,0,none,1,0,0
1863,19,19,19,1,none,1,0,0
1864,19,19,19,1,none,1,0,0
1865,8,8,8,0,none,1,0,0
1866,22,22,22,1,none,1,0,0
1867,8,8,8,1,none,1,0,0
1868,8,9,9,0,eos_late,0,1,1
1869,9,9,9,0,none,1,0,0
1870,9,9,9,0,none,1,0,0
1871,9,21,21,0,eos_late,0,12,12
1872,24,24,24,1,none,1,0,0
1873,24,24,24,1,none,1,0,0
1874,7,7,7,1,none,1,0,0
1875,8,8,8,1,none,1,0,0
1876,8,8,8,1,none,1,0,0
1877,8,8,8,1,none,1,0,0
1878,6,15,6,0,eos_late,1,9,0
1879,6,6,6,1,none,1,0,0
1880,18,18,17,1,none,0,0,-1
1881,18,18,18,1,none,1,0,0
1882,8,9,8,0,eos_late,1,1,0
1883,8,8,8,0,none,1,0,0
1884,8,8,8,1,none,1,0,0
1885,6,6,6,0,none,1,0,0
1886,8,8,8,0,none,1,0,0
1887,7,7,7,1,none,1,0,0
1888,8,8,8,1,none,1,0,0
1889,8,8,8,1,none,1,0,0
1890,7,7,7,1,none,1,0,0
1891,15,15,15,1,none,1,0,0
1892,5,5,7,0,none,0,0,2
1893,15,15,15,1,none,1,0,0
1894,15,15,15,1,none,1,0,0
1895,5,5,5,1,none,1,0,0
1896,3,3,3,0,none,1,0,0
1897,8,9,7,0,eos_late,0,1,-1
1898,7,7,8,1,none,0,0,1
1899,7,7,8,0,none,0,0,1
1900,7,16,16,0,eos_late,0,9,9
1901,21,21,21,1,none,1,0,0
1902,7,5,5,0,eos_early,0,-2,-2
1903,7,7,7,0,none,1,0,0
1904,6,6,5,0,none,0,0,-1
1905,7,8,8,0,eos_late,0,1,1
1906,5,5,5,1,none,1,0,0
1907,16,16,15,1,none,0,0,-1
1908,3,3,3,1,none,1,0,0
1909,8,8,9,0,none,0,0,1
1910,8,8,8,1,none,1,0,0
1911,8,8,8,1,none,1,0,0
1912,8,8,8,1,none,1,0,0
1913,8,8,8,1,none,1,0,0
1914,8,8,8,1,none,1,0,0
1915,8,8,8,1,none,1,0,0
1916,13,9,14,0,eos_early,0,-4,1
1917,13,13,13,1,none,1,0,0
1918,13,13,13,1,none,1,0,0
1919,14,14,14,1,none,1,0,0
1920,12,12,12,1,none,1,0,0
1921,12,12,12,1,none,1,0,0
1922,3,3,3,1,none,1,0,0
1923,14,14,14,1,none,1,0,0
1924,14,15,14,0,eos_late,1,1,0
1925,9,9,9,1,none,1,0,0
1926,9,9,10,1,none,0,0,1
1927,9,9,9,1,none,1,0,0
1928,9,9,9,1,none,1,0,0
1929,9,9,9,1,none,1,0,0
1930,14,14,14,1,none,1,0,0
1931,14,15,3,0,eos_late,0,1,-11
1932,14,14,14,1,none,1,0,0
1933,14,14,14,1,none,1,0,0
1934,14,14,14,1,none,1,0,0
1935,13,13,13,1,none,1,0,0
1936,16,16,16,1,none,1,0,0
1937,16,16,16,1,none,1,0,0
1938,10,10,10,1,none,1,0,0
1939,10,10,10,1,none,1,0,0
1940,10,10,10,1,none,1,0,0
1941,10,10,10,1,none,1,0,0
1942,3,3,3,0,none,1,0,0
1943,15,15,15,1,none,1,0,0
1944,15,15,15,1,none,1,0,0
1945,15,15,15,1,none,1,0,0
1946,15,15,15,1,none,1,0,0
1947,15,15,15,1,none,1,0,0
1948,15,15,15,1,none,1,0,0
1949,15,15,15,1,none,1,0,0
1950,15,15,15,1,none,1,0,0
1951,15,15,15,1,none,1,0,0
1952,15,15,15,1,none,1,0,0
1953,15,15,15,1,none,1,0,0
1954,15,15,15,1,none,1,0,0
1955,15,15,15,1,none,1,0,0
1956,15,15,15,1,none,1,0,0
1957,15,15,15,1,none,1,0,0
1958,15,15,15,1,none,1,0,0
1959,15,15,15,1,none,1,0,0
1960,15,15,15,1,none,1,0,0
1961,15,15,15,1,none,1,0,0
1962,14,14,14,1,none,1,0,0
1963,2,2,2,0,none,1,0,0
1964,9,9,9,1,none,1,0,0
1965,9,9,9,1,none,1,0,0
1966,3,14,14,0,eos_late,0,11,11
1967,14,14,14,1,none,1,0,0
1968,14,14,14,1,none,1,0,0
1969,14,14,14,1,none,1,0,0
1970,14,15,15,0,eos_late,0,1,1
1971,8,8,8,1,none,1,0,0
1972,3,3,3,1,none,1,0,0
1973,8,8,8,1,none,1,0,0
1974,3,3,3,1,none,1,0,0
1975,13,13,13,1,none,1,0,0
1976,13,13,13,1,none,1,0,0
1977,13,13,13,1,none,1,0,0
1978,10,10,10,1,none,1,0,0
1979,15,15,15,1,none,1,0,0
1980,15,15,15,1,none,1,0,0
1981,15,15,15,1,none,1,0,0
1982,15,15,15,1,none,1,0,0
1983,2,2,2,0,none,1,0,0
1984,2,11,11,0,eos_late,0,9,9
1985,10,10,10,1,none,1,0,0
1986,10,10,10,1,none,1,0,0
1987,10,10,10,1,none,1,0,0
1988,10,10,10,1,none,1,0,0
1989,10,10,10,1,none,1,0,0
1990,10,10,10,1,none,1,0,0
1991,10,10,10,1,none,1,0,0
1992,10,10,10,1,none,1,0,0
1993,3,15,3,0,eos_late,1,12,0
1994,3,3,3,1,none,1,0,0
1995,15,15,15,1,none,1,0,0
1996,15,15,15,1,none,1,0,0
1997,15,15,15,1,none,1,0,0
1998,15,15,15,1,none,1,0,0
1999,15,15,15,1,none,1,0,0
2000,15,15,15,1,none,1,0,0
2001,15,15,15,1,none,1,0,0
2002,15,15,15,1,none,1,0,0
2003,15,15,15,1,none,1,0,0
2004,15,10,11,0,eos_early,0,-5,-4
2005,15,15,15,1,none,1,0,0
2006,15,15,10,1,none,0,0,-5
2007,6,6,6,1,none,1,0,0
2008,8,10,10,0,eos_late,0,2,2
2009,8,8,8,1,none,1,0,0
2010,8,8,8,1,none,1,0,0
2011,8,8,8,1,none,1,0,0
2012,13,13,13,1,none,1,0,0
2013,13,13,13,1,none,1,0,0
2014,8,8,8,1,none,1,0,0
2015,8,8,8,1,none,1,0,0
2016,8,8,8,1,none,1,0,0
2017,8,8,8,1,none,1,0,0
2018,13,13,13,1,none,1,0,0
2019,13,13,13,1,none,1,0,0
2020,4,4,4,1,none,1,0,0
2021,16,16,14,1,none,0,0,-2
2022,21,21,21,1,none,1,0,0
2023,20,20,20,1,none,1,0,0
2024,8,8,8,0,none,1,0,0
2025,20,20,20,1,none,1,0,0
2026,22,21,22,0,eos_early,1,-1,0
2027,19,19,19,1,none,1,0,0
2028,23,23,23,1,none,1,0,0
2029,20,20,20,1,none,1,0,0
2030,20,20,20,1,none,1,0,0
2031,25,25,25,1,none,1,0,0
2032,15,15,6,1,none,0,0,-9
2033,11,12,12,0,eos_late,0,1,1
2034,12,12,12,1,none,1,0,0
2035,12,12,12,1,none,1,0,0
2036,17,17,17,1,none,1,0,0
2037,18,18,23,1,none,0,0,5
2038,13,13,15,1,none,0,0,2
2039,16,16,17,1,none,0,0,1
2040,17,17,16,1,none,0,0,-1
2041,16,16,16,1,none,1,0,0
2042,11,11,11,1,none,1,0,0
2043,16,16,16,1,none,1,0,0
2044,12,12,13,1,none,0,0,1
2045,12,12,16,1,none,0,0,4
2046,8,8,8,0,none,1,0,0
2047,8,8,8,1,none,1,0,0
2048,8,8,8,1,none,1,0,0
2049,8,8,8,1,none,1,0,0
2050,8,8,8,1,none,1,0,0
2051,8,8,8,1,none,1,0,0
2052,8,8,8,1,none,1,0,0
2053,8,8,8,1,none,1,0,0
2054,8,8,8,1,none,1,0,0
2055,21,21,21,1,none,1,0,0
2056,21,21,21,1,none,1,0,0
2057,21,21,21,0,none,1,0,0
2058,21,21,21,1,none,1,0,0
2059,21,21,21,1,none,1,0,0
2060,21,21,21,1,none,1,0,0
2061,21,21,21,1,none,1,0,0
2062,21,21,21,1,none,1,0,0
2063,21,21,21,0,none,1,0,0
2064,21,21,21,1,none,1,0,0
2065,22,22,22,1,none,1,0,0
2066,18,18,18,1,none,1,0,0
2067,21,21,21,1,none,1,0,0
2068,21,21,21,1,none,1,0,0
2069,21,21,12,1,none,0,0,-9
2070,21,21,21,1,none,1,0,0
2071,21,21,21,1,none,1,0,0
2072,21,21,21,1,none,1,0,0
2073,21,21,21,1,none,1,0,0
2074,21,21,21,1,none,1,0,0
2075,20,20,20,1,none,1,0,0
2076,20,20,20,1,none,1,0,0
2077,21,21,21,1,none,1,0,0
2078,21,21,21,1,none,1,0,0
2079,21,21,21,1,none,1,0,0
2080,21,21,21,1,none,1,0,0
2081,21,21,21,1,none,1,0,0
2082,21,21,21,1,none,1,0,0
2083,21,21,21,1,none,1,0,0
2084,22,22,22,1,none,1,0,0
2085,20,20,20,1,none,1,0,0
2086,23,23,23,0,none,1,0,0
2087,23,23,23,0,none,1,0,0
2088,23,23,23,0,none,1,0,0
2089,23,23,23,1,none,1,0,0
2090,23,23,23,1,none,1,0,0
2091,23,23,23,1,none,1,0,0
2092,23,23,23,1,none,1,0,0
2093,8,8,8,1,none,1,0,0
2094,8,8,8,0,none,1,0,0
2095,19,19,19,1,none,1,0,0
2096,19,19,19,1,none,1,0,0
2097,19,19,19,1,none,1,0,0
2098,8,8,8,1,none,1,0,0
2099,8,8,8,1,none,1,0,0
2100,8,8,8,1,none,1,0,0
2101,8,19,19,0,eos_late,0,11,11
2102,19,19,19,1,none,1,0,0
2103,8,8,8,1,none,1,0,0
2104,9,24,24,0,eos_late,0,15,15
2105,23,23,23,1,none,1,0,0
2106,23,23,23,1,none,1,0,0
2107,23,23,23,1,none,1,0,0
2108,28,24,24,0,eos_early,0,-4,-4
2109,12,12,12,1,none,1,0,0
2110,19,19,19,1,none,1,0,0
2111,19,19,19,1,none,1,0,0
2112,17,15,16,0,eos_early,0,-2,-1
2113,19,18,19,0,eos_early,1,-1,0
2114,15,15,15,1,none,1,0,0
2115,22,22,22,1,none,1,0,0
2116,15,15,15,1,none,1,0,0
2117,15,15,15,1,none,1,0,0
2118,21,21,21,1,none,1,0,0
2119,21,21,21,1,none,1,0,0
2120,17,17,17,1,none,1,0,0
2121,17,17,17,1,none,1,0,0
2122,17,17,17,1,none,1,0,0
2123,17,17,17,1,none,1,0,0
2124,15,15,17,1,none,0,0,2
2125,15,15,17,1,none,0,0,2
2126,17,21,20,0,eos_late,0,4,3
2127,20,20,20,1,none,1,0,0
2128,20,20,20,1,none,1,0,0
2129,20,20,20,1,none,1,0,0
2130,20,20,21,1,none,0,0,1
2131,17,17,18,1,none,0,0,1
2132,19,19,19,1,none,1,0,0
2133,18,18,18,1,none,1,0,0
2134,18,23,23,0,eos_late,0,5,5
2135,18,18,18,1,none,1,0,0
2136,19,19,19,1,none,1,0,0
2137,23,23,23,1,none,1,0,0
2138,20,20,20,1,none,1,0,0
2139,20,20,20,1,none,1,0,0
2140,20,20,20,1,none,1,0,0
2141,23,18,18,0,eos_early,0,-5,-5
2142,25,25,25,1,none,1,0,0
2143,25,25,25,1,none,1,0,0
2144,20,20,20,1,none,1,0,0
2145,25,23,21,0,eos_early,0,-2,-4
2146,21,21,22,1,none,0,0,1
2147,15,15,15,1,none,1,0,0
2148,15,15,15,1,none,1,0,0
2149,15,15,15,0,none,1,0,0
2150,17,17,17,1,none,1,0,0
2151,14,14,14,1,none,1,0,0
2152,14,14,14,1,none,1,0,0
2153,15,15,15,1,none,1,0,0
2154,15,15,14,1,none,0,0,-1
2155,17,16,17,0,eos_early,1,-1,0
2156,16,16,16,1,none,1,0,0
2157,14,14,14,1,none,1,0,0
2158,15,17,18,0,eos_late,0,2,3
2159,11,11,11,1,none,1,0,0
2160,11,11,11,1,none,1,0,0
2161,11,11,11,1,none,1,0,0
2162,11,11,10,1,none,0,0,-1
2163,22,22,22,1,none,1,0,0
2164,22,22,22,1,none,1,0,0
2165,20,20,20,1,none,1,0,0
2166,20,20,20,1,none,1,0,0
2167,20,20,20,1,none,1,0,0
2168,18,18,18,0,none,1,0,0
2169,8,8,9,1,none,0,0,1
2170,21,21,21,1,none,1,0,0
2171,21,21,21,1,none,1,0,0
2172,24,24,24,1,none,1,0,0
2173,22,22,22,1,none,1,0,0
2174,23,23,23,1,none,1,0,0
2175,24,24,24,1,none,1,0,0
2176,8,8,8,0,none,1,0,0
2177,20,20,20,1,none,1,0,0
2178,15,15,15,1,none,1,0,0
2179,17,17,17,1,none,1,0,0
2180,23,23,23,1,none,1,0,0
2181,21,21,19,1,none,0,0,-2
2182,21,21,21,1,none,1,0,0
2183,21,21,21,1,none,1,0,0
2184,12,12,12,1,none,1,0,0
2185,19,19,19,1,none,1,0,0
2186,18,18,17,1,none,0,0,-1
2187,18,18,18,1,none,1,0,0
2188,10,10,10,1,none,1,0,0
2189,21,21,21,1,none,1,0,0
2190,26,26,24,1,none,0,0,-2
2191,16,16,17,1,none,0,0,1
2192,15,15,15,1,none,1,0,0
2193,15,15,14,1,none,0,0,-1
2194,14,14,11,1,none,0,0,-3
2195,22,22,22,1,none,1,0,0
2196,19,19,19,1,none,1,0,0
2197,19,19,19,1,none,1,0,0
2198,19,19,19,0,none,1,0,0
2199,18,18,18,1,none,1,0,0
2200,18,18,17,1,none,0,0,-1
2201,21,26,21,0,eos_late,1,5,0
2202,12,12,12,1,none,1,0,0
2203,10,10,10,1,none,1,0,0
2204,11,11,11,1,none,1,0,0
2205,19,19,19,1,none,1,0,0
2206,19,19,19,1,none,1,0,0
2207,9,9,9,1,none,1,0,0
2208,10,10,14,1,none,0,0,4
2209,20,20,20,1,none,1,0,0
2210,12,12,12,1,none,1,0,0
2211,12,12,13,1,none,0,0,1
2212,12,12,12,1,none,1,0,0
2213,8,8,8,1,none,1,0,0
2214,8,8,8,1,none,1,0,0
2215,11,11,11,1,none,1,0,0
2216,11,11,11,1,none,1,0,0
2217,11,11,11,1,none,1,0,0
2218,11,11,11,1,none,1,0,0
2219,15,15,15,1,none,1,0,0
2220,13,13,13,1,none,1,0,0
2221,13,13,13,1,none,1,0,0
2222,11,11,11,1,none,1,0,0
2223,11,11,13,1,none,0,0,2
2224,14,14,14,1,none,1,0,0
2225,7,7,8,1,none,0,0,1
2226,17,17,17,1,none,1,0,0
2227,7,7,8,1,none,0,0,1
2228,18,18,18,1,none,1,0,0
2229,18,18,18,1,none,1,0,0
2230,13,13,13,1,none,1,0,0
2231,19,18,19,0,eos_early,1,-1,0
2232,19,19,19,1,none,1,0,0
2233,33,33,33,1,none,1,0,0
2234,19,19,19,1,none,1,0,0
2235,8,10,11,0,eos_late,0,2,3
2236,15,15,15,1,none,1,0,0
2237,15,15,15,1,none,1,0,0
2238,15,15,15,1,none,1,0,0
2239,18,18,18,1,none,1,0,0
2240,18,18,18,1,none,1,0,0
2241,18,18,17,1,none,0,0,-1
2242,22,23,23,0,eos_late,0,1,1
2243,23,19,19,0,eos_early,0,-4,-4
2244,23,23,22,0,none,0,0,-1
2245,23,23,23,1,none,1,0,0
2246,23,22,19,0,eos_early,0,-1,-4
2247,13,13,13,1,none,1,0,0
2248,9,9,9,1,none,1,0,0
2249,17,17,17,1,none,1,0,0
2250,16,16,26,1,none,0,0,10
2251,9,9,9,1,none,1,0,0
2252,10,10,10,1,none,1,0,0
2253,8,8,9,1,none,0,0,1
2254,8,8,9,1,none,0,0,1
2255,12,12,12,1,none,1,0,0
2256,21,21,21,1,none,1,0,0
2257,13,13,13,1,none,1,0,0
2258,14,14,14,1,none,1,0,0
2259,6,6,6,1,none,1,0,0
2260,17,17,17,1,none,1,0,0
2261,20,20,21,1,none,0,0,1
2262,10,10,10,1,none,1,0,0
2263,15,15,15,1,none,1,0,0
2264,6,6,6,1,none,1,0,0
2265,12,12,12,1,none,1,0,0
2266,12,12,12,1,none,1,0,0
2267,17,17,17,0,none,1,0,0
2268,13,13,13,1,none,1,0,0
2269,13,13,13,0,none,1,0,0
2270,27,27,27,1,none,1,0,0
2271,13,13,13,1,none,1,0,0
2272,12,13,12,0,eos_late,1,1,0
2273,17,17,17,0,none,1,0,0
2274,31,31,31,1,none,1,0,0
2275,31,31,31,1,none,1,0,0
2276,18,18,18,1,none,1,0,0
2277,20,27,27,0,eos_late,0,7,7
2278,18,14,17,0,eos_early,0,-4,-1
2279,18,18,16,0,none,0,0,-2
2280,18,18,17,0,none,0,0,-1
2281,14,14,14,1,none,1,0,0
2282,9,9,9,1,none,1,0,0
2283,16,16,16,1,none,1,0,0
2284,10,30,30,0,eos_late,0,20,20
2285,16,16,16,1,none,1,0,0
2286,17,17,17,1,none,1,0,0
2287,17,17,17,1,none,1,0,0
2288,17,17,17,1,none,1,0,0
2289,17,17,17,1,none,1,0,0
2290,17,17,17,1,none,1,0,0
2291,17,17,17,1,none,1,0,0
2292,8,8,8,1,none,1,0,0
2293,23,23,23,1,none,1,0,0
2294,23,23,23,1,none,1,0,0
2295,23,23,23,1,none,1,0,0
2296,24,24,24,1,none,1,0,0
2297,17,17,17,1,none,1,0,0
2298,18,18,18,1,none,1,0,0
2299,6,6,5,1,none,0,0,-1
2300,15,15,15,1,none,1,0,0
2301,29,29,29,0,none,1,0,0
2302,11,11,11,1,none,1,0,0
2303,16,16,16,1,none,1,0,0
2304,16,16,16,1,none,1,0,0
2305,25,25,20,1,none,0,0,-5
2306,10,10,10,1,none,1,0,0
2307,31,10,31,0,eos_early,1,-21,0
2308,9,9,9,1,none,1,0,0
2309,9,9,9,1,none,1,0,0
2310,9,10,10,0,eos_late,0,1,1
2311,10,10,10,1,none,1,0,0
2312,19,19,19,1,none,1,0,0
2313,19,7,19,0,eos_early,1,-12,0
2314,6,6,6,1,none,1,0,0
2315,28,28,28,1,none,1,0,0
2316,19,19,7,1,none,0,0,-12
2317,7,7,7,1,none,1,0,0
2318,7,7,7,1,none,1,0,0
2319,10,9,10,0,eos_early,1,-1,0
2320,12,12,12,1,none,1,0,0
2321,10,10,10,1,none,1,0,0
2322,11,11,11,1,none,1,0,0
2323,11,11,11,1,none,1,0,0
2324,17,17,17,1,none,1,0,0
2325,12,12,12,1,none,1,0,0
2326,7,7,7,1,none,1,0,0
2327,10,10,11,1,none,0,0,1
2328,3,3,3,1,none,1,0,0
2329,6,6,6,1,none,1,0,0
2330,6,6,6,1,none,1,0,0
2331,12,12,12,1,none,1,0,0
2332,15,15,16,1,none,0,0,1
2333,20,20,23,1,none,0,0,3
2334,16,16,16,1,none,1,0,0
2335,12,12,12,1,none,1,0,0
2336,12,12,12,1,none,1,0,0
2337,12,12,12,1,none,1,0,0
2338,8,8,8,1,none,1,0,0
2339,13,13,13,1,none,1,0,0
2340,13,13,13,1,none,1,0,0
2341,13,13,13,1,none,1,0,0
2342,12,12,12,1,none,1,0,0
2343,12,6,6,0,eos_early,0,-6,-6
2344,25,9,25,0,eos_early,1,-16,0
2345,10,10,10,1,none,1,0,0
2346,17,17,17,1,none,1,0,0
2347,7,7,7,1,none,1,0,0
2348,7,7,7,1,none,1,0,0
2349,18,18,18,1,none,1,0,0
2350,12,12,12,1,none,1,0,0
2351,16,16,18,1,none,0,0,2
2352,16,16,16,1,none,1,0,0
2353,11,11,12,1,none,0,0,1
2354,15,15,15,1,none,1,0,0
2355,15,15,15,1,none,1,0,0
2356,15,15,15,1,none,1,0,0
2357,24,24,24,1,none,1,0,0
2358,15,15,15,1,none,1,0,0
2359,24,24,24,1,none,1,0,0
2360,24,24,24,1,none,1,0,0
2361,15,15,15,1,none,1,0,0
2362,20,20,20,1,none,1,0,0
2363,20,20,20,1,none,1,0,0
2364,15,15,15,1,none,1,0,0
2365,10,10,10,1,none,1,0,0
2366,13,13,12,1,none,0,0,-1
2367,15,15,15,1,none,1,0,0
2368,15,15,16,1,none,0,0,1
2369,15,15,15,1,none,1,0,0
2370,15,15,15,1,none,1,0,0
2371,15,15,15,1,none,1,0,0
2372,11,11,11,1,none,1,0,0
2373,13,13,13,1,none,1,0,0
2374,12,12,12,1,none,1,0,0
2375,12,12,13,1,none,0,0,1
2376,10,10,10,1,none,1,0,0
2377,13,13,13,1,none,1,0,0
2378,13,13,13,1,none,1,0,0
2379,13,13,13,1,none,1,0,0
2380,13,13,13,1,none,1,0,0
2381,13,13,13,1,none,1,0,0
2382,28,28,27,1,none,0,0,-1
2383,15,15,15,1,none,1,0,0
2384,15,15,15,1,none,1,0,0
2385,12,12,12,1,none,1,0,0
2386,20,20,20,1,none,1,0,0
2387,12,12,12,1,none,1,0,0
2388,12,12,12,1,none,1,0,0
2389,12,12,12,1,none,1,0,0
2390,12,12,12,1,none,1,0,0
2391,8,8,8,1,none,1,0,0
2392,8,8,8,1,none,1,0,0
2393,13,13,13,1,none,1,0,0
2394,13,13,13,1,none,1,0,0
2395,10,10,10,1,none,1,0,0
2396,17,17,17,1,none,1,0,0
2397,19,19,19,1,none,1,0,0
2398,19,19,19,1,none,1,0,0
2399,19,15,16,0,eos_early,0,-4,-3
2400,7,7,7,1,none,1,0,0
2401,15,15,15,1,none,1,0,0
2402,17,17,17,1,none,1,0,0
2403,16,16,16,1,none,1,0,0
2404,7,7,7,1,none,1,0,0
2405,17,17,17,1,none,1,0,0
2406,7,7,7,1,none,1,0,0
2407,16,16,17,1,none,0,0,1
2408,8,8,8,1,none,1,0,0
2409,30,30,27,1,none,0,0,-3
2410,15,15,15,1,none,1,0,0
2411,15,15,15,1,none,1,0,0
2412,14,14,14,1,none,1,0,0
2413,14,14,14,1,none,1,0,0
2414,8,8,8,1,none,1,0,0
2415,8,8,9,1,none,0,0,1
2416,20,20,20,1,none,1,0,0
2417,9,9,2,1,none,0,0,-7
2418,11,11,11,1,none,1,0,0
2419,12,12,14,0,none,0,0,2
2420,14,14,14,1,none,1,0,0
2421,16,16,16,1,none,1,0,0
2422,7,7,7,1,none,1,0,0
2423,15,15,15,1,none,1,0,0
2424,15,15,15,1,none,1,0,0
2425,16,16,16,1,none,1,0,0
2426,11,11,10,0,none,0,0,-1
2427,11,11,11,1,none,1,0,0
2428,16,16,16,1,none,1,0,0
2429,17,17,17,1,none,1,0,0
2430,14,14,14,1,none,1,0,0
2431,14,6,6,0,eos_early,0,-8,-8
2432,12,12,11,1,none,0,0,-1
2433,12,12,12,1,none,1,0,0
2434,20,20,22,1,none,0,0,2
2435,14,14,14,1,none,1,0,0
2436,21,21,20,1,none,0,0,-1
2437,19,23,23,0,eos_late,0,4,4
2438,14,14,13,1,none,0,0,-1
2439,13,13,13,1,none,1,0,0
2440,9,9,9,1,none,1,0,0
2441,16,16,16,1,none,1,0,0
2442,16,16,16,1,none,1,0,0
2443,9,9,9,1,none,1,0,0
2444,16,16,16,1,none,1,0,0
2445,16,16,16,1,none,1,0,0
2446,25,25,22,1,none,0,0,-3
2447,16,16,16,1,none,1,0,0
2448,16,16,16,1,none,1,0,0
2449,12,12,12,0,none,1,0,0
2450,12,12,12,1,none,1,0,0
2451,14,14,14,1,none,1,0,0
2452,14,14,14,1,none,1,0,0
2453,12,12,12,1,none,1,0,0
2454,14,14,14,1,none,1,0,0
2455,21,21,21,1,none,1,0,0
2456,16,6,14,0,eos_early,0,-10,-2
2457,11,11,11,1,none,1,0,0
2458,11,11,11,1,none,1,0,0
2459,11,11,11,1,none,1,0,0
2460,11,11,11,1,none,1,0,0
2461,14,14,14,1,none,1,0,0
2462,19,21,25,0,eos_late,0,2,6
2463,8,8,8,1,none,1,0,0
2464,11,11,11,1,none,1,0,0
2465,7,7,7,1,none,1,0,0
2466,5,5,5,1,none,1,0,0
2467,8,7,8,0,eos_early,1,-1,0
2468,15,15,14,1,none,0,0,-1
2469,12,12,13,1,none,0,0,1
2470,12,12,12,1,none,1,0,0
2471,11,11,11,1,none,1,0,0
2472,13,13,13,1,none,1,0,0
2473,15,15,15,1,none,1,0,0
2474,17,17,17,1,none,1,0,0
2475,17,17,17,1,none,1,0,0
2476,17,17,17,1,none,1,0,0
2477,17,17,17,1,none,1,0,0
2478,17,17,17,1,none,1,0,0
2479,17,17,17,1,none,1,0,0
2480,22,22,22,1,none,1,0,0
2481,15,15,16,1,none,0,0,1
2482,15,15,15,1,none,1,0,0
2483,16,16,16,1,none,1,0,0
2484,12,12,12,1,none,1,0,0
2485,13,13,13,1,none,1,0,0
2486,12,12,12,1,none,1,0,0
