image_id,gt_text,pred_text,gt_len,pred_text_len,is_correct
1072,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True
1073,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True
1074,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True
1075,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True
1076,嘉兴港JIAXINGGANG,嘉兴港JIAXINGGANG,14,14,True
1077,安庆ANQING,安庆ANQING,8,8,True
1078,安庆港ANQINGGANG,安庆港ANQINGGANG,13,13,True
1079,宣城,宣城,2,2,True
1080,宣城,宣城,2,2,True
1081,宣城,宣城,2,2,True
1082,宣城,宣城,2,2,True
1083,宣城,宣城,2,2,True
1084,宣城XUANCHENG,宣城XUANCHENG,11,11,True
1085,宣城XUANCHENG,宣城XUANCHENG,11,11,True
1086,宣城XUANCHENG,宣城XUANCHENG,11,11,True
1087,宣城XUANCHENG,宣城XUANCHENG,11,11,True
1088,宣城港,宣城港,3,3,True
1089,宣城港,宣城港,3,3,True
1090,宣城港,宣城港,3,3,True
1091,宣城港XUANCHENGGANG,宣城港XUANCHENGGANG,16,16,True
1092,宿州SUZHOU,宿州SUZHOU,8,8,True
1093,常州港CHANGZHOUGANG,常州港CHANGZHOUGANG,16,16,True
1094,徐州,徐州,2,2,True
1095,徐州XUZHOU,徐州XUZHOU,8,8,True
1096,徐州XUZHOU,徐州XUZHOU,8,8,True
1097,怀远,怀远,2,2,True
1098,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1099,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1100,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1101,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1102,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1103,扬州YANGZHOU,扬州YANGZHOU,10,10,True
1104,扬州港YANGZHOUGANG,扬州港YANGZHOUGANG,15,15,True
1105,无锡WUXI,无锡WUXI,6,6,True
1106,无锡WUXI,无锡WUXI,6,6,True
1107,无锡WUXI,无锡港WUXIGANG,6,11,False
1108,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1109,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1110,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1111,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1112,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1113,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1114,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1115,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1116,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1117,杭州HANGZHOU,杭州HANGZHOU,10,10,True
1118,杭州港,杭州港,3,3,True
1119,杭州港,杭州港,3,3,True
1120,杭州港,杭州港,3,3,True
1121,杭州港,杭州港,3,3,True
1122,杭州港,杭州港,3,3,True
1123,杭州港,杭州港,3,3,True
1124,杭州港,杭州港,3,3,True
1125,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1126,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1127,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1128,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1129,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1130,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1131,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1132,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1133,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1134,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1135,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1136,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1137,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1138,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1139,杭州港HANGZHOUGANG,杭州港HANGZHOUGANG,15,15,True
1140,杭州港HANGZHOUGANG,杭州HANGZHOU,15,10,False
1141,池州CHIZHOU,池州CHIZHOU,9,9,True
1142,池州CHIZHOU,池州CHIZHOU,9,9,True
1143,池州港CHIZHOUGANG,池州港CHIZHOUGANG,14,14,True
1144,泰州,泰州,2,2,True
1145,泰州,泰州,2,2,True
1146,泰州,泰州,2,2,True
1147,泰州,泰州,2,2,True
1148,泰州,泰州,2,2,True
1149,泰州,泰州,2,2,True
1150,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1151,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1152,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1153,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1154,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1155,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1156,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1157,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1158,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1159,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1160,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1161,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1162,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1163,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1164,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1165,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1166,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1167,泰州TAIZHOU,泰州TAIZHOU,9,9,True
1168,泰州港,泰州港,3,3,True
1169,泰州港,泰州港,3,3,True
1170,泰州港,泰州港,3,3,True
1171,泰州港,泰州港,3,3,True
1172,泰州港TAIZHOUGANG,亳州港BOZHOUGANG,14,13,False
1173,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1174,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1175,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1176,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1177,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1178,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1179,泰州港TAIZHOUGANG,泰州港TAIZHOUGANG,14,14,True
1180,济宁,济宁,2,2,True
1181,济宁JINING,济宁JINING,8,8,True
1182,济宁JINING,济宁JINING,8,8,True
1183,济宁JINING,济宁JINING,8,8,True
1184,济宁港JININGGANG,济宁港JININGGANG,13,13,True
1185,淮南HUAINAN,淮南HUAINAN,9,9,True
1186,淮南HUAINAN,淮南HUAINAN,9,9,True
1187,淮南港HUAINANGANG,淮南港HUAINANGANG,14,14,True
1188,淮安HUAIAN,淮安HUAIAN,8,8,True
1189,湖州,湖州,2,2,True
1190,湖州,湖州,2,2,True
1191,湖州HUZHOU,湖州HUZHOU,8,8,True
1192,湖州HUZHOU,湖州HUZHOU,8,8,True
1193,湖州HUZHOU,湖州HUZHOU,8,8,True
1194,湖州HUZHOU,湖州HUZHOU,8,8,True
1195,湖州港,湖州港,3,3,True
1196,湖州港,湖州港,3,3,True
1197,湖州港,湖州港,3,3,True
1198,湖州港,湖州港,3,3,True
1199,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True
1200,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True
1201,湖州港HUZHOUGANG,湖州港HUZHOUGANG,13,13,True
1202,滁州CHUZHOU,滁州CHUZHOU,9,9,True
1203,滁州港,滁州港,3,3,True
1204,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,14,14,True
1205,滁州港CHUZHOUGANG,滁州港CHUZHOUGANG,14,14,True
1206,漯河LUOHE,漯河LUOHE,7,7,True
1207,皖宣城WANXUANCHENG,皖宣城WANXUANCHENG,15,15,True
1208,皖怀远,皖怀远,3,3,True
1209,盐城YANCHENG,盐城YANCHENG,10,10,True
1210,盐城YANCHENG,盐城YANCHENG,10,10,True
1211,盐城YANCHENG,盐城YANCHENG,10,10,True
1212,盐城YANCHENG,盐城YANCHENG,10,10,True
1213,盐城YANCHENG,盐城YANCHENG,10,10,True
1214,盐城港,盐城港,3,3,True
1215,盐城港YANCHENGGANG,盐城YANCHENG,15,10,False
1216,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True
1217,盐城港YANCHENGGANG,盐城港YANCHENGGANG,15,15,True
1218,绍兴SHAOXING,绍兴SHAOXING,10,10,True
1219,绍兴SHAOXING,绍兴SHAOXING,10,10,True
1220,绍兴SHAOXING,绍兴SHAOXING,10,10,True
1221,绍兴港,绍兴港,3,3,True
1222,绍兴港,绍兴港,3,3,True
1223,绍兴港,绍兴港,3,3,True
1224,绍兴港,绍兴港,3,3,True
1225,绍兴港,绍兴港,3,3,True
1226,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1227,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1228,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1229,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1230,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1231,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1232,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1233,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1234,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1235,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1236,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1237,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1238,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1239,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1240,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1241,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1242,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1243,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1244,绍兴港SHAOXINGGANG,绍兴港SHAOXINGGANG,15,15,True
1245,芜湖,芜湖,2,2,True
1246,芜湖,芜湖,2,2,True
1247,芜湖,芜湖,2,2,True
1248,芜湖WUHU,芜湖WUHU,6,6,True
1249,芜湖WUHU,芜湖WUHU,6,6,True
1250,芜湖WUHU,芜湖WUHU,6,6,True
1251,芜湖WUHU,芜湖WUHU,6,6,True
1252,芜湖WUHU,芜湖WUHU,6,6,True
1253,芜湖WUHU,芜湖WUHU,6,6,True
1254,芜湖港,芜湖港,3,3,True
1255,芜湖港WUHUGANG,芜湖港WUHUGANG,11,11,True
1256,蚌埠,蚌埠,2,2,True
1257,蚌埠,蚌埠,2,2,True
1258,蚌埠,蚌埠,2,2,True
1259,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1260,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1261,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1262,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1263,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1264,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1265,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1266,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1267,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1268,蚌埠BENGBU,蚌埠BENGBU,8,8,True
1269,蚌埠港,蚌埠港,3,3,True
1270,蚌埠港,蚌埠港,3,3,True
1271,蚌埠港,蚌埠港,3,3,True
1272,蚌埠港,蚌埠港,3,3,True
1273,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,13,13,True
1274,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,13,13,True
1275,蚌埠港BENGBUGANG,蚌埠港BENGBUGANG,13,13,True
1276,衢州QUZHOU,衢州QUZHOU,8,8,True
1277,连云港LIANYUNGANG,连云港LIANYUNGANG,14,14,True
1278,连云港LIANYUNGANG,连云港LIANYUNGANG,14,14,True
1279,铜陵,铜陵,2,2,True
1280,铜陵TONGLING,铜陵TONGLING,10,10,True
1281,阜阳FUYANG,阜阳FUYANG,8,8,True
1282,阜阳FUYANG,阜阳FUYANG,8,8,True
1283,阜阳FUYANG,阜阳FUYANG,8,8,True
1284,阜阳FUYANG,阜阳FUYANG,8,8,True
1285,阜阳FUYANG,阜阳FUYANG,8,8,True
1286,阜阳FUYANG,阜阳FUYANG,8,8,True
1287,阜阳FUYANG,阜阳FUYANG,8,8,True
1288,阜阳港,阜阳港,3,3,True
1289,阜阳港FUYANGGANG,阜阳港FUYANGGANG,13,13,True
1290,阜阳港FUYANGGANG,阜阳港FUYANGGANG,13,13,True
1291,马鞍山MAANSHAN,马鞍山MAANSHAN,11,11,True
1292,马鞍山MAANSHAN,马鞍山MAANSHAN,11,11,True
1293,喻顺668阜阳港YUSHUNFUYANGGANG,皖太运1058阜阳WANTAIYUNFUYANG,24,24,False
1294,泰顺机368TAISHUNJI,泰顺机368TAISHUNJI,15,15,True
1295,浙余杭货02039ZHEYUHANGHUO,浙余杭货02839ZHEYUHANGHUO,21,21,False
1296,浙余杭货02078ZHEYUHANGHUO,浙余杭货02078ZHEYUHANGHUO,21,21,True
1297,浙富阳货01068ZHEFUYANGHUO,浙富阳货01068ZHEFUYANGHUO,21,21,True
1298,浙富阳货01082ZHEFUYANGHUO,浙富阳货01082ZHEFUYANGHUO,21,21,True
1299,浙萧山货13178ZHEXIAOSHANHUO,浙萧山货13178ZHEXIAOSHANHUO,23,23,True
1300,浙诸暨货0780,浙诸暨货0780,8,8,True
1301,浙诸暨货1005ZHEZHUJIHUO,浙诸暨货1005ZHEZHUJIHUO,19,19,True
1302,浙长兴货5253ZHECHANGXINGHUO,浙长兴货5253ZHECHANGXINGHUO,23,23,True
1303,皖利辛货2028WANLIXINHUO,皖利辛货2088WANLIXINHUO,19,19,False
1304,皖永发668蚌埠WANYONGFABENGBU,皖永发668蚌埠WANYONGFABENGBU,23,23,True
1305,豫周口货1708YUZHOUKOUHUO,豫周口货1708YUZHOUKOUHUO,20,20,True
1306,豫泓翔28YUHONGXIANG,豫泓翔28YUHONGXIANG,16,16,True
1307,远顺6688YUANSHUN,远顺6688YUANSHUN,14,14,True
1308,金顺航7889JINSHUNHANG,金顺航7889JINSHUNHANG,18,18,True
1309,皖明光货1099WANMINGGUANGHUO,皖明光货1099WANMINGGUANGHUO,23,23,True
1310,苏淮货9630,苏盐货69630,7,8,False
1311,万舟599WANZHOU,万达598蚌埠港,12,8,False
1312,东升9999DONGSHENG,东升9999DONGSHENG,15,15,True
1313,中钢货运1168ZHONGGANGHUOYUN,中钢货运1128ZHONGGANGHUOYUN,23,23,False
1314,九舟同001JIUZHOUTONG,九舟同001JIUZHOUTONG,17,17,True
1315,九舟同002杭州港,江淮货398蚌埠港,9,9,False
1316,云龙9YUNLONG,天马99TIANMI,10,10,False
1317,亨扬货888HENGYANGHUO,亨扬货88HENGYANGHUO,17,16,False
1318,健康1314阜阳JIANKANGFUYANG,远东1698亳州港YUANDONGBOZHOUGANG,22,27,False
1319,健康1314阜阳JIANKANGFUYANG,健康1314阜阳JIANKANGFUYANG,22,22,True
1320,六航1888LIUHANG,六航1868LIUHANG,13,13,False
1321,兴中油880泰州XINGZHONGYOUTAIZHOU,兴中油880泰州XINGZHONGYOUTAIZHOU,27,27,True
1322,凯达89KAIDA,凯达89KAIDA,9,9,True
1323,凯达油988池州KAIDAYOUCHIZHOU,凯达油988池州KAIDAYOUCHIZHOU,23,23,True
1324,前峰5988QIANFENG,蚌埠888GJUANBANG,14,14,False
1325,华通油226泰州HUATONGYOUTAIZHOU,华通货2268泰州HUATONGHUOTAIZHOU,25,26,False
1326,发顺8868FASHUN,发顺8868FASHUN,12,12,True
1327,合肥武运198HEFEIWUYUN,武运198WUYUN,17,10,False
1328,和谐1866淮南HEXIEHUAINAN,和谐1866淮南HEXIEHUAINAN,20,20,True
1329,嘉杭集001嘉兴港,豫昌盛081周口港,9,9,False
1330,国强587GUOQIANG,国强587GUOQIANG,13,13,True
1331,天启集01绍兴港,天启集01绍兴港,8,8,True
1332,太顺686阜阳港TAISHUNFUYANGGANG,太顺686阜阳港TAISHUNFUYANG,25,21,False
1333,太顺1107阜阳港TAISHUNFUYANGGANG,太顺1107阜阳港TAISHUNFUYANGGANG,26,26,True
1334,姚傲6YAOAO,姚傲6YAOAO,8,8,True
1335,姚傲6YAOAO,姚傲6YAOAO,8,8,True
1336,宇远636YUYUAN,宇远636YUYUAN,11,11,True
1337,宇远9888YUYUAN,宇远9888YUYUAN,12,12,True
1338,安航机9898泰州,安航机9898泰州,9,9,True
1339,富华集运09FUHUAJIYUN,富华集运09FUHUAJIYUN,16,16,True
1340,富华集运19FUHUAJIYUN,富华集运19FUHUAJIYUN,16,16,True
1341,徐货9178,徐货9178XUHUO,6,11,False
1342,徐运99999XUYUN,徐运99999XUYUN,12,12,True
1343,志恒168ZHIHENG,志恒168ZHIHENG,12,12,True
1344,志远658ZHIYUAN,志远658ZHIYUAN,12,12,True
1345,怡文6888YIWEN,怡文6888YIWEN,11,11,True
1346,恒祥通008HENGXIANGTONG,汇海通008HUITONGTONG,19,17,False
1347,振兴机8398ZHENXINGJI,振兴机8398ZHENXINGJI,17,17,True
1348,振航59588泰州港ZHENHANGTAIZHOUGANG,振航59588泰州港ZHENHANGTAIZHOUGANG,29,29,True
1349,振陵机8288ZHENLINGJI,振陵机8288ZHENLINGJI,17,17,True
1350,振陵机8288泰州港,振陵机8288泰州港,10,10,True
1351,晶超1819JINGCHAO,晶超1819JINGCHAO,14,14,True
1352,朗润009LANGRUN,朗润009LANGRUN,12,12,True
1353,朗润019LANGRUN,朗润019LANGRUN,12,12,True
1354,朗润019LANGRUN,朗润019LANGRUN,12,12,True
1355,朗润039LANGRUN,朗润039LANGRUN,12,12,True
1356,武航机5518WUHANGJI,六安,15,2,False
1357,水运货968SHUIYUNHUO,水运货968SHUIYUNHUO,16,16,True
1358,永安318阜阳港,永安318阜阳港YONGANFUYANGGANG,8,24,False
1359,永顺666YONGSHUN,永顺6666YONGSHUN,13,14,False
1360,汇海集003HUIHAIJI,汇海集008HUIHAIJI,14,14,False
1361,汇海集006HUIHAIJI,汇海集006HUIHAIJI,14,14,True
1362,汇海集011HUIHAIJI,汇海集011HUIHAIJI,14,14,True
1363,汇海集016HUIHAIJI,汇海集015HUIHAIJI,14,14,False
1364,汉峰002HANFENG,汉峰002HANFENG,12,12,True
1365,江海货8588JIANGHAIHUO,江海货011,18,6,False
1366,江淮货398JIANGHUAIHUO,江淮货398JIANGHUAIHUO,18,18,True
1367,江淮货398JIANGHUAIHUO,江淮货398JIANGHUAIHUO,18,18,True
1368,江淮货818JIANGHUAIHUO,江淮货818JIANGHUAIHUO,18,18,True
1369,江淮货1558JIANGHUAIHUO,江淮货1558JIANGHUAIHUO,19,19,True
1370,江淮货1558JIANGHUAIHUO,江淮货1558JIANGHUAIHUO,19,19,True
1371,洲航666ZHOUHANG,姚傲666,13,5,False
1372,洲航666ZHOUHANG,洲航666ZHOUHANG,13,13,True
1373,浙上虞货0272,浙上虞货0273,8,8,False
1374,浙上虞货0273绍兴港,浙上虞货0273绍兴港,11,11,True
1375,浙上虞货0307绍兴港,浙上虞货0317绍兴港,11,11,False
1376,浙上虞货0397绍兴港,浙上虞货0397绍兴港,11,11,True
1377,浙上虞货0505ZHESHANGYUHUO,浙上虞货0505ZHESHANGYUHUO,21,21,True
1378,浙上虞货0553绍兴港,浙上虞货0583绍兴港,11,11,False
1379,浙上虞货0566ZHESHANGYUHUO,浙上虞货0566ZHESHANGYUHUO,21,21,True
1380,浙上虞货0566绍兴港,浙上虞货0566绍兴港,11,11,True
1381,浙上虞货0569绍兴港,浙上虞货0569绍兴港,11,11,True
1382,浙上虞货0569绍兴港,浙上虞货0500绍兴港,11,11,False
1383,浙上虞货0591ZHESHANGYUHUO,浙上虞货0591ZHESHANGYUHUO,21,21,True
1384,浙上虞货0597绍兴港,浙上虞货0597绍兴港,11,11,True
1385,浙上虞货0626绍兴港,浙上虞货0626绍兴港,11,11,True
1386,浙上虞货0657绍兴港,浙上虞货0657绍兴港,11,11,True
1387,浙上虞货0686,浙上虞货0686ZHESHANGYUHUO,8,21,False
1388,浙上虞货0687绍兴港ZHESHANGYUHUOSHAOXINGGANG,浙上虞货0687绍兴港ZHESHANGYUHUOSHAOXINGGANG,36,36,True
1389,浙上虞货0688绍兴港,浙上虞货0686绍兴港,11,11,False
1390,浙上虞货0688绍兴港ZHESHANGYUHUOSHAOXINGGANG,浙上虞货0688绍兴港ZHESHANGYUHUOSHAOXINGGANG,36,36,True
1391,浙临安货00118杭州港,浙嘉兴货03398嘉兴港,12,12,False
1392,浙余姚货01268ZHEYUYAOHUO,浙余杭货01266ZHEYUHANGHUO,20,21,False
1393,浙余杭货00401杭州港,浙余杭货00401杭州港,12,12,True
1394,浙余杭货00698ZHEYUHANGHUO,浙余杭货00698ZHEYUHANGHUO,21,21,True
1395,浙余杭货01032ZHEYUHANGHUO,浙余杭货01032ZHEYUHANGHUO,21,21,True
1396,浙余杭货01176杭州港,浙余杭货01176杭州港,12,12,True
1397,浙余杭货01317ZHEYUHANGHUO,浙余杭货01317ZHEYUHANGHUO,21,21,True
1398,浙余杭货01317杭州港,浙余杭货01317杭州港,12,12,True
1399,浙余杭货01415杭州港,皖庐江货1818,12,8,False
1400,浙余杭货01766杭州港,浙余杭货01766杭州港,12,12,True
1401,浙余杭货02022ZHEYUHANGHUO,浙余杭货02022ZHEYUHANGHUO,21,21,True
1402,浙余杭货02899杭州港,浙余杭货02899杭州港,12,12,True
1403,浙余杭货02899杭州港,浙余杭货02969杭州港,12,12,False
1404,浙余杭货02968ZHEYUHANGHUO,浙余杭货02968ZHEYUHANGHUO,21,21,True
1405,浙余杭货02998ZHEYUHANGHUO,浙余杭货02998ZHEYUHANGHUO,21,21,True
1406,浙余杭货02998杭州港,浙余杭货02998杭州港,12,12,True
1407,浙余杭货03018杭州港,浙余杭货00918杭州港,12,12,False
1408,浙嘉兴货0302ZHEJIAXINGHUO,浙桐乡货02659ZHETONGXIANGHUO,21,24,False
1409,浙嘉兴货03085嘉兴港,浙萧山货23085杭州港,12,12,False
1410,浙嘉善槽686ZHEJIASHANCAO,浙嘉善槽686ZHEJIASHANCAO,20,20,True
1411,浙嘉善货03898ZHEJIASHANHUO,浙嘉善货03898ZHEJIASHANHUO,22,22,True
1412,浙安吉货1117ZHEANJIHUO,浙安吉货1117ZHEANJIHUO,18,18,True
1413,浙富阳渡088杭州港ZHEFUYANGDUHANGZHOUGANG,浙富阳渡088杭州港ZHEFUYANGDUHANGZHOUGANG,33,33,True
1414,浙富阳货00254杭州港ZHEFUYANGHUOHANGZHOUGANG,浙余杭货02254杭州港ZHEYUHANGHUOHANGZHOUGANG,36,36,False
1415,浙富阳货00268杭州港,浙富阳货00268杭州港,12,12,True
1416,浙富阳货00751杭州港,浙富阳货00711杭州港,12,12,False
1417,浙富阳货00751杭州港,浙富阳货00751杭州港,12,12,True
1418,浙富阳货00757杭州港,浙富阳货00757杭州港,12,12,True
1419,浙富阳货00759ZHEFUYANGHUO,浙富阳货00759ZHEFUYANGHUO,21,21,True
1420,浙富阳货00818ZHEFUYANGHUO,浙富阳货00818ZHEFUYANGHUO,21,21,True
1421,浙富阳货00826杭州港,浙富阳货00826杭州港,12,12,True
1422,浙富阳货00833杭州港ZHEFUYANGHUOHANGZHOUGANG,浙富阳货00833杭州港ZHEFUYANGHUOHANGZHOUGANG,36,36,True
1423,浙富阳货00851ZHEFUYANGHUO,浙富阳货00851ZHEFUYANGHUO,21,21,True
1424,浙富阳货00867ZHEFUYANGHUO,浙富阳货00867ZHEFUYANGHUO,21,21,True
1425,浙富阳货00876杭州港,浙富阳货00876杭州港,12,12,True
1426,浙富阳货00878杭州港,浙富阳货00578杭州港,12,12,False
1427,浙富阳货00879ZHEFUYANGHUO,浙富阳货00879ZHEFUYANGHUO,21,21,True
1428,浙富阳货00892,浙富阳货00882,9,9,False
1429,浙富阳货00895ZHEFUYANGHUO,浙富阳货00895ZHEFUYANGHUO,21,21,True
1430,浙富阳货00897杭州港,浙富阳货00897杭州港,12,12,True
1431,浙富阳货00931ZHEFUYANGHUO,浙富阳货00931ZHEFUYANGHUO,21,21,True
1432,浙富阳货00938杭州港,浙富阳货00767杭州,12,11,False
1433,浙富阳货00981杭州港ZHEFUYANGHUOHANGZHOUGANG,浙富阳货00981杭州港ZHEFUYANGHUOHANGZHOUGANG,36,36,True
1434,浙富阳货00987杭州港ZHEFUYANGHUOHANGZHOUGANG,浙富阳货00987杭州港ZHEFUYANGHUOHANGZHOUGANG,36,36,True
1435,浙富阳货00998杭州港,浙富阳货00998杭州港,12,12,True
1436,浙富阳货01010ZHEFUYANGHUO,浙富阳货01010ZHEFUYANGHUO,21,21,True
1437,浙富阳货01029ZHEFUYANGHUO,浙富阳货01029ZHEFUYANGHUO,21,21,True
1438,浙富阳货01031杭州港ZHEFUYANGHUOHANGZHOUGANG,浙富阳货01031杭州港ZHEFUYANGHUOHANGZHOUGANG,36,36,True
1439,浙富阳货01032ZHEFUYANGHUO,浙富阳货01032ZHEFUYANGHUO,21,21,True
1440,浙富阳货01037ZHEFUYANGHUO,浙富阳货01007ZHEFUYANGHUO,21,21,False
1441,浙富阳货01038ZHEFUYANGHUO,浙富阳货01038ZHEFUYANGHUO,21,21,True
1442,浙富阳货01039ZHEFUYANGHUO,浙富阳货00818ZHEFUYANGHUO,21,21,False
1443,浙富阳货01099ZHEFUYANGHUO,浙富阳货01099ZHEFUYANGHUO,21,21,True
1444,浙富阳货01099ZHEFUYANGHUO,浙富阳货01039ZHEFUYANGHUO,21,21,False
1445,浙平湖货01368ZHEPINGHUHUO,浙平湖货01368ZHEPINGHUHUO,21,21,True
1446,浙平湖货02176嘉兴港,平驰021嘉兴,12,7,False
1447,浙平湖货02198ZHEPINGHUHUO,浙平湖货02198ZHEPINGHUHUO,21,21,True
1448,浙平湖货02206嘉兴港,浙平湖货02228嘉兴港,12,12,False
1449,浙平湖货02339嘉兴港,浙平湖货02339嘉兴港,12,12,True
1450,浙平湖货02518嘉兴港,浙平湖货02518嘉兴港,12,12,True
1451,浙建德货00259杭州港,浙上虞货0687绍兴港,12,11,False
1452,浙建德货00778ZHEJIANDEHUO,浙建德货00778ZHEJIANDEHUO,21,21,True
1453,浙建德货00788ZHEJIANDEHUO,浙建德货00788ZHEJIANDEHUO,21,21,True
1454,浙德清货2050ZHEDEQINGHUO,浙德清货2050ZHEDEQINGHUO,20,20,True
1455,浙杭州货00618杭州港,浙杭州货00618杭州港,12,12,True
1456,浙柯桥货0039绍兴港,浙柯桥货0039绍兴港,11,11,True
1457,浙柯桥货0052ZHEKEQIAOHUO,浙柯桥货0052ZHEKEQIAOHUO,20,20,True
1458,浙桐乡货02809,浙桐乡货01969ZHETONGXIANGHUO,9,24,False
1459,浙桐乡货05688嘉兴港,浙桐乡货05688嘉兴港,12,12,True
1460,浙桐庐货00148ZHETONGLUHUO,浙桐庐货00148ZHETONGLUHUO,21,21,True
1461,浙桐庐货00482ZHETONGLUHUO,浙富阳货00482ZHEFUYANGHUO,21,21,False
